name,height,p_profession
Rex Harrison,184,"actor,soundtrack,producer"
Margo Harshman,163,"actress,soundtrack"
Beth Hart,175,"soundtrack,actress,composer"
Bret Hart,183,"actor,producer"
Ian Hart,172,"actor,writer,soundtrack"
Kevin Hart,159,"producer,writer,actor"
Melissa Joan Hart,157,"actress,producer,director"
Miranda Hart,185,"actress,writer,producer"
Roxanne Hart,165,"actress,soundtrack"
Eva Marie Saint,163,"actress,soundtrack,producer"
Susan Saint James,171,"actress,soundtrack"
Inés Sainz,170,actress
James Saito,173,actor
Harold Sakata,174,actor
Ivanna Sakhno,173,"actress,producer"
Nichole Sakura,170,"actress,writer,soundtrack"
Mohamed Salah,173,actor
Amaia Salamanca,165,"actress,soundtrack"
Rosa Salazar,159,"actress,producer,director"
Zoe Saldana,169,"actress,producer,writer"
Seyneb Saleh,166,actress
Pamela Salem,169,actress
Meredith Salenger,160,"actress,soundtrack,miscellaneous"
Mark Salling,180,"actor,soundtrack"
Sarah Rafferty,175,"actress,producer,soundtrack"
Deborah Raffin,174,"actress,producer,director"
George Raft,170,"actor,soundtrack"
Rag'n'Bone Man,196,"soundtrack,actor,composer"
Tahar Rahim,173,"actor,soundtrack"
Medalion Rahimi,166,"actress,writer,producer"
Steve Railsback,170,"actor,producer,director"
Sam Raimi,175,"producer,writer,actor"
Ted Raimi,180,"actor,writer,director"
Romi Rain,163,actress
Jessica Raine,165,"actress,soundtrack"
Luise Rainer,161,"actress,soundtrack"
Ellie Kemper,165,"actress,soundtrack,producer"
Charlotte Lawrence,174,actress
Charlotte Lawrence,174,"soundtrack,actress,miscellaneous"
Iskra Lawrence,173,"actress,producer"
Jennifer Lawrence,171,"actress,producer,soundtrack"
Joey Lawrence,173,"actor,music_department,producer"
Josie Lawrence,174,"actress,soundtrack,writer"
Lauren Maltby,161,actress
Natassia Malthe,165,"actress,producer"
Maluma,175,"music_artist,soundtrack,actor"
Lil Mama,156,"actress,soundtrack,writer"
Zosia Mamet,163,"actress,producer,soundtrack"
Method Man,191,"actor,soundtrack,producer"
Howie Mandel,176,"actor,producer,writer"
Nelson Mandela,184,"actor,writer,miscellaneous"
Arienne Mandi,167,actress
Michael Mando,168,"actor,producer,director"
Aasif Mandvi,175,"actor,producer,writer"
Costas Mandylor,176,actor
Louis Mandylor,171,"actor,producer,director"
Gucci Mane,188,"music_artist,actor,composer"
Bailey Noble,167,actress
John Noble,182,"actor,soundtrack,producer"
Ross Noble,175,"writer,producer,director"
Samantha Noble,175,"actress,producer,miscellaneous"
Annika Noelle,168,"actress,soundtrack"
Reece Noi,163,"actor,writer"
Philippe Noiret,185,"actor,soundtrack,miscellaneous"
Minae Noji,157,"actress,music_department,soundtrack"
Christopher Nolan,181,"producer,writer,director"
Coleen Nolan,165,"soundtrack,actress"
Katie Nolan,165,"writer,director,producer"
Gena Lee Nolin,177,"actress,soundtrack"
Shannon Noll,187,"soundtrack,actor"
Nick Nolte,183,"actor,producer,soundtrack"
Tom Noonan,196,"actor,writer,director"
Paula Patton,171,"actress,producer,soundtrack"
Will Patton,177,"actor,soundtrack"
Aaron Paul,172,"actor,producer,soundtrack"
Adrian Paul,183,"actor,producer,director"
Aislinn Paul,157,"actress,producer,assistant_director"
Alexandra Paul,178,"actress,producer,writer"
Chris Paul,182,"producer,actor,executive"
Jake Paul,180,"actor,soundtrack,producer"
Logan Paul,187,actor
Logan Paul,187,"actor,writer,director"
Sean Paul,177,"music_artist,soundtrack,actor"
Sarah Paulson,196,"actress,producer,soundtrack"
Aleks Paunovic,153,"actor,producer,stunts"
Muriel Pavlow,177,actress
Jeremy Paxman,160,"writer,actor"
Melanie Paxson,182,actress
Jerry Orbach,187,"actor,soundtrack"
Roy Orbison,179,"music_artist,soundtrack,music_department"
Melissa Ordway,173,actress
Orianthi,165,"soundtrack,actress,music_department"
Yvonne Orji,168,"actress,miscellaneous,writer"
Julia Ormond,168,"actress,producer"
Hayley Orrantia,163,"actress,soundtrack"
Leland Orser,172,"actor,director,writer"
Jenna Ortega,151,"actress,soundtrack,producer"
Taylor Ortega,178,"actress,writer"
Ana Ortiz,164,"actress,soundtrack"
Carla Ortiz,165,"actress,producer,director"
Jaina Lee Ortiz,165,actress
John Ortiz,170,"actor,producer,soundtrack"
Shalim Ortiz,178,"actor,soundtrack,music_department"
Lance Bass,175,"actor,producer,soundtrack"
Angela Bassett,161,"actress,producer,director"
Caitlin Bassett,170,"actress,miscellaneous"
Shirley Bassey,160,"soundtrack,music_department,actress"
Brec Bassinger,156,"actress,producer,soundtrack"
Natalie Bassingthwaighte,161,"actress,soundtrack"
Annalise Basso,168,"actress,producer,soundtrack"
Gabriel Basso,182,"actor,soundtrack"
Claudia Bassols,175,actress
Alexandra Bastedo,166,actress
Ali Bastian,173,actress
Bipasha Basu,170,"actress,soundtrack,music_department"
Jacob Batalon,161,"actor,producer"
Jason Bateman,180,"actor,producer,director"
Nick Bateman,188,"actor,producer,writer"
Sara Gilbert,155,"producer,actress,writer"
Keir Gilchrist,166,actor
Sean Gilder,185,"actor,soundtrack"
Nancy Giles,185,"actress,writer"
Samantha Giles,171,actress
Zach Gilford,173,"actor,producer,soundtrack"
Joe Gill,178,actor
Mandip Gill,164,actress
Thea Gill,176,"actress,soundtrack"
Karen Gillan,178,"actress,director,writer"
Aidan Gillen,174,"actor,writer,producer"
Damon J. Gillespie,173,actor
Seth Gilliam,173,"actor,miscellaneous"
Tasya Teles,175,"actress,miscellaneous"
Paul Telfer,185,"actor,writer,producer"
Miles Teller,184,"actor,producer,soundtrack"
Julia Goldani Telles,169,actress
Tinie Tempah,173,"music_artist,soundtrack,actor"
Juno Temple,157,"actress,soundtrack"
Lew Temple,172,"actor,producer,soundtrack"
Shirley Temple,157,"actress,soundtrack,writer"
Rune Temte,191,"actor,producer,writer"
Natalia Tena,167,"actress,soundtrack,writer"
David Tennant,185,"actor,producer,soundtrack"
Neil Tennant,179,"soundtrack,composer,actor"
Patricia Velasquez,173,"actress,producer"
Nadine Velazquez,163,"actress,soundtrack,producer"
Iman Vellani,159,actress
Manuela Vellés,161,"actress,soundtrack,writer"
Charles Venn,185,"actor,director,writer"
Diane Venora,165,"actress,producer"
Briana Venskus,165,"actress,miscellaneous,writer"
Milo Ventimiglia,174,"actor,producer,director"
Jesse Ventura,192,"actor,producer,soundtrack"
Lino Ventura,171,"actor,soundtrack"
Lotte Verbeek,165,actress
Maribel Verdú,166,"actress,soundtrack"
Burt Ward,171,"actor,visual_effects,soundtrack"
Fred Ward,173,"actor,soundtrack,producer"
Gemma Ward,178,"actress,soundtrack"
Jeff Ward,176,"actor,writer,soundtrack"
Lalla Ward,166,"actress,soundtrack"
Maitland Ward,179,"actress,writer,producer"
Megan Ward,166,actress
Megan Ward,166,actress
Micheal Ward,175,actor
Rachel Ward,174,"actress,director,writer"
Sela Ward,170,"actress,producer"
Shayne Ward,175,"actor,soundtrack,writer"
Sophie Ward,173,"actress,soundtrack"
Sophie Ward,173,actress
Susan Ward,163,"actress,soundtrack"
Zack Ward,177,"actor,writer,producer"
Zhavia Ward,160,"actress,composer,soundtrack"
Jack Warden,177,"actor,soundtrack"
Ariana DeBose,160,"actress,soundtrack,director"
Brooklyn Decker,175,actress
Carol Decker,163,"actress,soundtrack,composer"
Aisha Dee,168,"actress,music_department,writer"
Jack Dee,170,"actor,writer,producer"
Sandra Dee,163,"actress,soundtrack"
Olivia Deeble,163,"actress,writer,producer"
Cat Deeley,175,"actress,producer,writer"
Sibylla Deen,165,actress
Eddie Deezen,178,"actor,writer"
Kaylee DeFer,168,"actress,producer"
Chris Casamassa,177,"actor,stunts,miscellaneous"
Sharon Case,169,"actress,special_effects,soundtrack"
Neil Casey,169,"actor,writer,director"
Aya Cash,155,"actress,producer"
Johnny Cash,187,"music_artist,soundtrack,music_department"
John Cassavetes,170,"actor,director,writer"
Nick Cassavetes,198,"actor,director,writer"
Vincent Cassel,187,"actor,producer,soundtrack"
Tom Cassell,169,"actor,producer,director"
David Cassidy,169,"actor,soundtrack,music_department"
Elaine Cassidy,157,"actress,producer,soundtrack"
Grace Cassidy,163,actress
Katie Cassidy,169,"actress,director,producer"
Natalie Cassidy,161,"actress,soundtrack"
Raffey Cassidy,166,"actress,soundtrack"
Angelina Jolie,169,"actress,producer,director"
Lil Jon,168,"soundtrack,actor,composer"
Joe Jonas,171,"music_artist,soundtrack,actor"
Kevin Jonas,172,"actor,soundtrack,music_department"
Natasha Jonas,168,actress
Nick Jonas,170,"music_artist,actor,soundtrack"
Aled Jones,177,"soundtrack,actor,music_department"
Alex Jones,168,"director,producer,writer"
Alex Jones,168,actress
Alex Jones,168,"actor,producer"
Ashley Jones,169,"actress,producer,director"
Caleb Landry Jones,180,"actor,soundtrack"
Carolyn Jones,166,"actress,soundtrack"
Carolyn Jones,166,actress
Cherry Jones,175,"actress,soundtrack"
Coco Jones,175,"actress,soundtrack"
Davy Jones,160,"actor,soundtrack,music_department"
Dean Jones,182,"actor,soundtrack,music_department"
Dean Jones,182,actor
Doug Jones,192,"actor,soundtrack,producer"
Duncan Jones,178,"director,writer,producer"
Eliana Jones,159,actress
Emilia Jones,163,"actress,soundtrack"
Andrew Flintoff,192,actor
Josh Flitter,160,"actor,director,writer"
Flo Rida,188,"music_artist,soundtrack,actor"
Calista Flockhart,166,"actress,soundtrack,producer"
Georgie Flores,170,actress
Von Flores,173,"actor,writer,producer"
Brandon Flowers,175,"soundtrack,actor,composer"
Darlanne Fluegel,171,"actress,producer,casting_director"
Doug Flutie,175,actor
Barbara Flynn,164,actress
Brandon Flynn,175,"actor,producer"
Errol Flynn,186,"actor,writer,producer"
Jerome Flynn,181,"actor,soundtrack,producer"
Neil Flynn,196,"actor,soundtrack,writer"
Shannon Flynn,160,actress
Barrett Foa,178,"actor,soundtrack,miscellaneous"
Nina Foch,173,"actress,miscellaneous,soundtrack"
Arianne Zucker,175,actress
Mark Zuckerberg,171,"actor,executive"
Ashley Zukerman,180,actor
Carmela Zumbado,161,actress
Daphne Zuniga,172,"actress,producer,soundtrack"
Ayelet Zurer,168,"actress,producer"
Chris Zylka,182,"actor,producer,director"
Jo Hartley,160,"actress,casting_department,producer"
Justin Hartley,189,"actor,producer,director"
Lindsay Hartley,159,"actress,director,writer"
Mariette Hartley,174,"actress,writer,producer"
Nina Hartley,160,"actress,director,producer"
Steven Hartley,183,"actor,soundtrack"
Billy Hartman,177,actor
Elizabeth Hartman,163,"actress,writer"
Kim Hartman,168,"actress,soundtrack"
Phil Hartman,177,"actor,writer,soundtrack"
William Hartnell,173,actor
Josh Hartnett,190,"actor,producer"
Russell Harvard,189,actor
Laurence Harvey,184,"actor,director,producer"
Steve Harvey,185,"producer,actor,writer"
Bruce Harwood,180,actor
Peter Sallis,168,"actor,soundtrack,producer"
Colin Salmon,194,actor
Zoe Salmon,170,"actress,soundtrack"
Dave Salmoni,191,producer
Lea Salonga,157,"actress,soundtrack,music_department"
Georgia Salpa,173,actress
Charlotte Salt,165,actress
Jennifer Salt,159,"producer,actress,writer"
Andy Samberg,177,"actor,producer,soundtrack"
Richie Sambora,180,"soundtrack,actor,composer"
Richard Sammel,174,actor
Emma Samms,161,"actress,writer,director"
Sara Sampaio,169,actress
Pete Sampras,184,actor
Angus Sampson,184,"actor,writer,director"
Cindy Sampson,168,"actress,miscellaneous,producer"
Ryan Sampson,163,"actor,writer"
Will Sampson,196,actor
Xavier Samuel,174,"actor,soundtrack"
Skyler Samuels,168,"actress,producer"
Claude Rains,168,"actor,soundtrack,miscellaneous"
Francia Raisa,157,"actress,soundtrack"
Miranda Raison,164,"actress,producer,soundtrack"
Mary Lynn Rajskub,168,"actress,writer,soundtrack"
Ivan Rakitic,182,actor
Jason Ralph,173,"actor,soundtrack"
Maitreyi Ramakrishnan,164,"actress,soundtrack"
Sendhil Ramamurthy,177,"actor,producer"
Leven Rambin,169,"actress,director,soundtrack"
Dack Rambo,183,"actor,soundtrack"
Cierra Ramirez,154,"actress,producer,soundtrack"
Dania Ramirez,164,"actress,producer,writer"
Efren Ramirez,164,"actor,producer,composer"
J.R. Ramirez,184,actor
Liana Ramirez,159,"actress,stunts,miscellaneous"
Marisa Ramirez,166,actress
Sara Ramirez,174,"actress,soundtrack,producer"
Harold Ramis,188,"writer,actor,producer"
Haley Ramm,163,actress
Joey Ramone,198,"soundtrack,actor,music_department"
Kay Kendall,175,"actress,soundtrack"
Suzy Kendall,163,"actress,soundtrack"
Anna Kendrick,155,"actress,producer,soundtrack"
Ellie Kendrick,155,"actress,writer,soundtrack"
Kyla Kenedy,165,actress
Alexa Kenin,156,"actress,soundtrack"
Kennedy,173,actress
George Kennedy,193,"actor,miscellaneous,soundtrack"
Jamie Kennedy,183,"actor,writer,producer"
Jayne Kennedy,178,"actress,producer,writer"
Jessica Parker Kennedy,154,actress
Kate Kennedy,191,"actress,writer"
Kate Kennedy,191,"producer,actress,writer"
Kevin Kennedy,183,actor
Kevin Kennedy,183,"actor,writer,producer"
Kevin Kennedy,183,actor
Maria Doyle Kennedy,166,"actress,soundtrack,director"
Page Kennedy,177,"actor,composer"
Peyton Kennedy,173,actress
Emma Kenney,164,"actress,soundtrack"
Mark Christopher Lawrence,175,"actor,writer,producer"
Martin Lawrence,170,"actor,writer,producer"
Matthew Lawrence,171,"actor,producer,soundtrack"
Scott Lawrence,183,"actor,sound_department,soundtrack"
Scott Lawrence,183,"producer,actor,writer"
Sharon Lawrence,165,"actress,soundtrack,producer"
Tasie Lawrence,157,actress
Robert Lawrenson,185,"editor,actor,editorial_department"
Abigail Lawrie,176,actress
Ben Lawson,187,actor
Bianca Lawson,160,"actress,producer"
Denis Lawson,170,"actor,director,writer"
Josh Lawson,183,"actor,writer,director"
Maggie Lawson,161,"actress,soundtrack"
Nigella Lawson,170,"writer,producer,actress"
Harry Lawtey,184,actor
Alex Lawther,171,"actor,director,writer"
Denyce Lawton,164,"actress,producer,writer"
John Layfield,196,actor
George Lazenby,187,"actor,writer,producer"
Sara Lazzaro,157,"actress,writer,composer"
Tyler Mane,203,"actor,producer,writer"
Larry Manetti,170,"actor,producer"
Jason Manford,183,"actor,writer,soundtrack"
Nino Manfredi,175,"actor,writer,miscellaneous"
Stephen Mangan,183,"actor,producer,writer"
Hanna Mangan Lawrence,166,actress
Joe Manganiello,195,"actor,stunts,producer"
Camryn Manheim,177,"actress,producer,soundtrack"
Milo Manheim,191,"actor,soundtrack,producer"
Sunita Mani,168,"actress,soundtrack,writer"
Barry Manilow,183,"music_artist,soundtrack,music_department"
Sebastian Maniscalco,175,"actor,producer,miscellaneous"
Jake Manley,174,"actor,producer,executive"
Aimee Mann,175,"soundtrack,actress,music_department"
Gabriel Mann,185,"cinematographer,camera_department,art_department"
Leslie Mann,165,actress
Michael Mann,170,"producer,writer,director"
Michael Mann,170,"miscellaneous,writer,director"
Thomas Mann,182,writer
Thomas Mann,182,"actor,producer"
Sarah Manners,169,actress
Peter Noone,175,"actor,soundtrack"
Denis Norden,190,"writer,actor,script_department"
Jeffrey Nordling,185,actor
Carsten Norgaard,186,"actor,producer"
Barry Norman,183,"writer,actor"
Jace Norman,178,"actor,producer,soundtrack"
Carli Norris,166,"actress,soundtrack"
Chuck Norris,174,"actor,music_department,producer"
Dean Norris,170,"actor,soundtrack,producer"
Hermione Norris,170,actress
Lando Norris,175,actor
Lee Norris,175,actor
Mikey North,171,actor
Nolan North,183,"actor,miscellaneous,soundtrack"
Jeremy Northam,183,"actor,soundtrack"
Philippa Northeast,163,actress
Edward Norton,183,"actor,producer,writer"
Graham Norton,174,"actor,writer,soundtrack"
James Norton,185,"actor,soundtrack,producer"
Laura Norton,165,actress
Bill Paxton,166,"actor,producer,writer"
Allen Payne,182,actor
Allen Payne,182,"make_up_department,actor"
Deena Payne,170,actress
John Payne,175,"actor,producer,soundtrack"
John Payne,175,actor
John Payne,175,"composer,actor,assistant_director"
John Payne,175,"actor,visual_effects"
Liam Payne,166,"soundtrack,actor,composer"
Tom Payne,168,"actor,director,writer"
Tom Payne,168,"actor,soundtrack"
Amanda Pays,160,actress
Trisha Paytas,175,"actress,producer,director"
Khary Payton,173,"actor,soundtrack,writer"
Heather Peace,183,script_department
Heather Peace,183,"actress,soundtrack"
Maxine Peake,167,"actress,director,writer"
Carly Pearce,178,"music_artist,actress,soundtrack"
Guy Pearce,160,"actor,soundtrack,director"
Guy Pearce,160,make_up_department
Jacqueline Pearce,158,actress
Lindsay Pearce,178,"actress,soundtrack"
Stuart Pearce,168,actor
Beth Orton,183,"soundtrack,actress,music_department"
Randy Orton,193,actor
Phina Oruche,170,actress
Meghan Ory,169,actress
Naomi Osaka,177,"actress,executive"
Dan Osborne,194,"actor,producer,writer"
Kelly Osbourne,157,"actress,producer,soundtrack"
Ozzy Osbourne,177,"music_artist,soundtrack,actor"
Sharon Osbourne,156,"producer,actress,miscellaneous"
Richard Osman,201,"producer,script_department,writer"
Emily Osment,157,"actress,soundtrack,producer"
Haley Joel Osment,163,"actor,soundtrack,producer"
Cliff Osmond,196,"actor,writer,director"
Donny Osmond,173,"soundtrack,actor,producer"
Marie Osmond,163,"producer,actress,soundtrack"
Tom Bateman,188,"actor,writer,producer"
Alan Bates,178,"actor,soundtrack,producer"
Kathy Bates,160,"actress,director,soundtrack"
Ralph Bates,175,actor
Robert Bathurst,189,"actor,soundtrack,director"
Randall Batinkoff,193,"actor,producer,director"
Loui Batley,169,actress
Pooja Batra,177,"actress,producer,casting_department"
Belinda Bauer,168,actress
Chris Bauer,184,actor
Steven Bauer,185,"actor,producer,soundtrack"
Peri Baumeister,170,actress
Brian Baumgartner,185,"actor,soundtrack,producer"
Dave Bautista,190,"actor,producer,miscellaneous"
Ciara Baxendale,155,actress
Helen Baxendale,166,"actress,producer"
Sarah Baxendale,165,actress
Anne Baxter,161,"actress,soundtrack"
Meredith Baxter,170,"actress,soundtrack,producer"
Stanley Baxter,177,"actor,writer,miscellaneous"
Daniel Gillies,177,"actor,director,writer"
Elizabeth Gillies,170,"actress,soundtrack,director"
Chelsea Gilligan,170,"actress,producer,director"
Rebecca Gilling,178,actress
Sarah Gilman,159,"actress,assistant_director,producer"
Jared Gilmore,167,"actor,soundtrack"
Patrick Gilmore,178,"actor,producer,casting_director"
David Gilmour,181,"music_artist,soundtrack,music_department"
Betty Gilpin,169,"actress,soundtrack,producer"
Peri Gilpin,170,"actress,producer,soundtrack"
Jessalyn Gilsig,162,"actress,producer,art_department"
Erica Gimpel,172,"actress,soundtrack,composer"
