anime name,name,Birthday,Age,Gender,Blood Type,Height,category
ONE PIECE,Kotatsu,,,,,,fictional
ONE PIECE,Mihal,,,Male,,,fictional
ONE PIECE,Salome,Mar 6,,,,,fictional
ONE PIECE,Gama Pyonnosuke,,,,,,fictional
ONE PIECE,Bellett,,,Female,,,fictional
ONE PIECE,Anjou,Jan 1,,Male,,,fictional
Mob Psycho 100 III,Niido,,,Male,,,fictional
Mob Psycho 100 III,Sakure,,,Male,,,fictional
Mob Psycho 100 III,Makihara,,,,,,fictional
Mob Psycho 100 III,Youkai Daiou,,,,,,fictional
ShoujoKageki Revue Starlight Movie,Karen Aijou,"Sep 27, 2001",,Female,,,fictional
ShoujoKageki Revue Starlight Movie,Hikari Kagura,"Jan 8, 2002",15,Female,,,fictional
ShoujoKageki Revue Starlight Movie,Futaba Isurugi,"Apr 17, 2001",16,Female,,,fictional
ShoujoKageki Revue Starlight Movie,Nana Daiba,"Jul 12, 2001",,Female,,,fictional
ShoujoKageki Revue Starlight Movie,Kaoruko Hanayagi,"Mar 3, 2002",16,Female,,,fictional
ShoujoKageki Revue Starlight Movie,Junna Hoshimi,"Oct 1, 2001",16,Female,,,fictional
ShoujoKageki Revue Starlight Movie,Claudine Saijou,"Aug 1, 2001",16,Female,,,fictional
ShoujoKageki Revue Starlight Movie,Maya Tendou,"Jul 24, 2001",16,Female,,,fictional
ShoujoKageki Revue Starlight Movie,Mahiru Tsuyuzaki,"May 4, 2001",16,Female,,,fictional
ShoujoKageki Revue Starlight Movie,Kirin,,,,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Shouyou Hinata,"Jun 21, 1996",15-25,Male,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Tobio Kageyama,"Dec 22, 1996",15,Male,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Koushi Sugawara,"Jun 13, 1994",17-24,,,174,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Daichi Sawamura,"Dec 31, 1994",17-23,Male,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Ryuunosuke Tanaka,"Mar 3, 1994",16-22,Male,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Yuu Nishinoya,"Oct 10, 1995",16-25,Male,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Kei Tsukishima,"Sep 27, 1996",15-22,Male,,188,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Chikara Ennoshita,Dec 26,16,Male,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Asahi Azumane,Jan 1,17,Male,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Kiyoko Shimizu,"Jan 6, 1995",17-23,Female,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Kouji Sekimukai,,,,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Yukitaka Izumi,,,,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Keishin Ukai,"Apr 5, 1986",26,Male,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Tetsurou Kuroo,"Nov 17, 1994",17-18,Male,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Tadashi Yamaguchi,Nov 10,15,Male,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Tooru Oikawa,"Jul 20, 1994",,Male,,184,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Ittetsu Takeda,"Jan 10, 1986",29,Male,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Hajime Iwaizumi,"Jun 10, 1994",17-18,Male,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Wakatoshi Ushijima,Aug 13,18,,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Yui Michimiya,Aug 1,17-18,Female,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Yuusuke Takinoue,,26,,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Makoto Shimada,,26,,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Hisashi Kinoshita,Feb 15,16,,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Kazuhito Narita,Aug 17,16,,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Koutarou Bokuto,Sep 20,,Male,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Keiji Akaashi,Dec 5,,Male,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Hitoka Yachi,"Sep 4, 1996",15-24,Female,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Lev Haiba,Oct 30,15,Male,,"Nekoma High School
Height",fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Saeko Tanaka,May 5,,Female,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Akiteru Tsukishima,Mar 8,22,Male,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Satori Tendou,"May 20, 1994",18-23,Male,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Tsutomu Goshiki,"Aug 22, 1996",,Male,,181,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Eita Semi,"Nov 11, 1994",,Male,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Reon Ouhira,"Oct 30, 1994",,Male,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Kenjirou Shirabu,"May 4, 1995",,Male,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Taichi Kawanishi,"Apr 15, 1995",,Male,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Tanji Washijou,,,,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Hayato Yamagata,Feb 14,,Male,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Ikkei Ukai,,,,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Hiroki Kurokawa,,,,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Akira Saitou,,,Male,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Chizuru Sasaki,,17-18,Female,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Kyoutou,,,Male,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Minaho Ono,,,Female,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Takashi Utsui,,,Male,,,fictional
Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Shizuyasu Yokoyama,,,Male,,,fictional
Kizumonogatari III Reiketsuhen,Guillotine Cutter,,,Male,,,fictional
CLANNAD After Story,Tomoya Okazaki,"Oct 30, 1985",17,Male,A,,fictional
CLANNAD After Story,Nagisa Furukawa,"Dec 24, 1984",18-19,Female,A,155,fictional
CLANNAD After Story,Ushio Okazaki,"Feb, 2006",,Female,,,fictional
CLANNAD After Story,Fuuko Ibuki,"Jul 20, 1985",18,Female,B,150,fictional
CLANNAD After Story,Kotomi Ichinose,"May 13, 1985",17,Female,A,,fictional
CLANNAD After Story,Tomoyo Sakagami,"Oct 14, 1986",,Female,O,,fictional
CLANNAD After Story,Kyou Fujibayashi,"Sep 9, 1985",,Female,O,160,fictional
CLANNAD After Story,Yukine Miyazawa,,,Female,,,fictional
CLANNAD After Story,Ryou Fujibayashi,"Sep 9, 1985",,Female,O,159,fictional
CLANNAD After Story,Misae Sagara,,,,,,fictional
CLANNAD After Story,Youhei Sunohara,"Feb 17, 1986",,Male,AB,167,fictional
CLANNAD After Story,Mei Sunohara,,,Female,,,fictional
CLANNAD After Story,Sanae Furukawa,Oct 5,,Female,A,158,fictional
CLANNAD After Story,Kouko Ibuki,,,,,,fictional
CLANNAD After Story,Akio Furukawa,Jul 20,,Male,B,175,fictional
CLANNAD After Story,Yusuke Yoshino,,,,,,fictional
CLANNAD After Story,Garakuta no Ningyou,,,,,,fictional
CLANNAD After Story,Nazo no Shoujo,,,,,,fictional
CLANNAD After Story,Rie Nishina,,,Female,,,fictional
CLANNAD After Story,Naoyuki Okazaki,May 1,,Male,,,fictional
CLANNAD After Story,Katsuki Shima,,,Male,,,fictional
CLANNAD After Story,Sugisaka,,,,,,fictional
CLANNAD After Story,Tajima,,,,,,fictional
CLANNAD After Story,Sudou,,,,,,fictional
CLANNAD After Story,Sasaki,,,,,,fictional
CLANNAD After Story,Yuu,,,Male,,,fictional
CLANNAD After Story,Toshio Koumura,,,,,,fictional
CLANNAD After Story,Harada,,,,,,fictional
CLANNAD After Story,Igarashi's Girlfriend,,,,,,fictional
CLANNAD After Story,Yagi,,,,,,fictional
CLANNAD After Story,Botan,,,,,,fictional
Gintama Shirogane no Tamashiihen  Kouhansen,Mone,Jun 1,,Female,,169,fictional
Gintama Shirogane no Tamashiihen  Kouhansen,Ane,Jun 1,,Female,,170,fictional
VINLAND SAGA,Willibald,,,,,,fictional
VINLAND SAGA,Halfdan,,,,,,fictional
VINLAND SAGA,Torgrim,,,,,,fictional
VINLAND SAGA,Atli,,,,,,fictional
VINLAND SAGA,Mimi,,,Male,,,fictional
VINLAND SAGA,Lydia,,,,,,fictional
VINLAND SAGA,Olaf,,,,,,fictional
VINLAND SAGA,Asser,,,,,,fictional
VINLAND SAGA,Gorm,,,,,,fictional
VINLAND SAGA,Faxi,,,,,,fictional
VINLAND SAGA,Áki,,,Male,,,fictional
VINLAND SAGA,Jabbathe,,,,,,fictional
VINLAND SAGA,Magni,,,,,,fictional
VINLAND SAGA,Grim,,,Male,,,fictional
VINLAND SAGA,Haldor,,,,,,fictional
VINLAND SAGA,Tore,,,,,,fictional
VINLAND SAGA,Gratianus,,,,,,fictional
VINLAND SAGA,Mord,,,Male,,,fictional
VINLAND SAGA,Hakon,,,Male,,,fictional
VINLAND SAGA,Anne,,,,,,fictional
Kimetsu no Yaiba Yuukakuhen,Tanjirou Kamado,Jul 14,13-16,Male,,165,fictional
Kimetsu no Yaiba Yuukakuhen,Nezuko Kamado,Dec 28,12-14,Female,,153,fictional
Kimetsu no Yaiba Yuukakuhen,Inosuke Hashibira,Apr 22,15,Male,,164,fictional
Kimetsu no Yaiba Yuukakuhen,Zenitsu Agatsuma,Sep 3,16,Male,,1645,fictional
Kimetsu no Yaiba Yuukakuhen,Tengen Uzui,Oct 31,23,Male,,198,fictional
Kimetsu no Yaiba Yuukakuhen,Muzan Kibutsuji,,1000+,Male,,,fictional
Kimetsu no Yaiba Yuukakuhen,Kyoujurou Rengoku,May 10,20,Male,,177,fictional
Kimetsu no Yaiba Yuukakuhen,Giyuu Tomioka,Feb 8,19-21,Male,,176,fictional
Kimetsu no Yaiba Yuukakuhen,Muichirou Tokitou,Aug 8,14,Male,,160,fictional
Kimetsu no Yaiba Yuukakuhen,Shinobu Kochou,Feb 24,18,Female,,151,fictional
Kimetsu no Yaiba Yuukakuhen,Mitsuri Kanroji,Jun 1,19,Female,,167,fictional
Kimetsu no Yaiba Yuukakuhen,Sanemi Shinazugawa,Nov 29,21,Male,,,fictional
Kimetsu no Yaiba Yuukakuhen,Obanai Iguro,Sep 15,21,Male,,,fictional
Kimetsu no Yaiba Yuukakuhen,Gyoumei Himejima,Aug 23,27,Male,,,fictional
Kimetsu no Yaiba Yuukakuhen,Matsuemon Tennouji,,,Male,,,fictional
Kimetsu no Yaiba Yuukakuhen,Hotaru Haganezuka,,37,Male,,,fictional
Kimetsu no Yaiba Yuukakuhen,Daki,,,Female,,,fictional
Kimetsu no Yaiba Yuukakuhen,Gyuutarou,,"13+ (human), 126+ (demon)",Male,,,fictional
Kimetsu no Yaiba Yuukakuhen,Makio,,20,Female,,,fictional
Kimetsu no Yaiba Yuukakuhen,Suma,,19,Female,,,fictional
Kimetsu no Yaiba Yuukakuhen,Hinatsuru,,21,Female,,,fictional
Kimetsu no Yaiba Yuukakuhen,Akaza,,"18 (human), 133+ (demon)",Male,,,fictional
Kimetsu no Yaiba Yuukakuhen,Douma,,,Male,,,fictional
Kimetsu no Yaiba Yuukakuhen,Naho Takada,,,,,,fictional
Kimetsu no Yaiba Yuukakuhen,Kiyo Terauchi,,,,,,fictional
Kimetsu no Yaiba Yuukakuhen,Aoi Kanzaki,,,Female,,,fictional
Kimetsu no Yaiba Yuukakuhen,Sumi Nakahara,,,,,,fictional
Kimetsu no Yaiba Yuukakuhen,Shinjurou Rengoku,,,Male,,,fictional
Kimetsu no Yaiba Yuukakuhen,Senjurou Rengoku,,,Male,,,fictional
Kimetsu no Yaiba Yuukakuhen,Kie Kamado,,,,,,fictional
Kimetsu no Yaiba Yuukakuhen,Shigeru Kamado,,,,,,fictional
Kimetsu no Yaiba Yuukakuhen,Takeo Kamado,,,Male,,,fictional
Kimetsu no Yaiba Yuukakuhen,Hanako Kamado,,,,,,fictional
Kimetsu no Yaiba Yuukakuhen,Tanjurou Kamado,,,,,,fictional
Kimetsu no Yaiba Yuukakuhen,Rokuta Kamado,,,,,,fictional
Kimetsu no Yaiba Yuukakuhen,Yoriichi Tsugikuni,,"17-24 (young), 80+ (old)",Male,,,fictional
Kimetsu no Yaiba Yuukakuhen,Ninju Mukimuki Nezumi,,,,,,fictional
Kimetsu no Yaiba Yuukakuhen,Koinatsu,,,Female,,,fictional
Kimetsu no Yaiba Yuukakuhen,Kagaya Ubuyashiki,,23,Male,,,fictional
Kimetsu no Yaiba Yuukakuhen,Kiriya Ubuyashiki,,8,Male,,,fictional
Kimetsu no Yaiba Yuukakuhen,Nichika Ubuyashiki,,,,,,fictional
Kimetsu no Yaiba Yuukakuhen,Hinaki Ubuyashiki,,,,,,fictional
Kimetsu no Yaiba Yuukakuhen,Murata,,,Male,,,fictional
Kimetsu no Yaiba Yuukakuhen,Amane Ubuyashiki,,27,Female,,,fictional
Kimetsu no Yaiba Yuukakuhen,Chachamaru,,,,,,fictional
Kimetsu no Yaiba Yuukakuhen,Daki no Obi no Oni,,,,,,fictional
Kimetsu no Yaiba Yuukakuhen,Omitsu,,,Female,,,fictional
BLEACH Sennen Kessenhen  Ketsubetsutan,Yoruichi Shihouin,Jan 1,,Female,,156,fictional
BLEACH Sennen Kessenhen  Ketsubetsutan,Tatsuki Arisawa,Jul 17,15-17,Female,A,155,fictional
BLEACH Sennen Kessenhen  Ketsubetsutan,Luppi Antenor,Jun 5,,Male,,161,fictional
BLEACH Sennen Kessenhen  Ketsubetsutan,Hiyori Sarugaki,Aug 1,,Female,,133,fictional
BLEACH Sennen Kessenhen  Ketsubetsutan,Love Aikawa,Oct 10,,,,189,fictional
BLEACH Sennen Kessenhen  Ketsubetsutan,Lisa Yadoumaru,Feb 3,,Female,,,fictional
BLEACH Sennen Kessenhen  Ketsubetsutan,Hachigen Ushouda,,,,,,fictional
BLEACH Sennen Kessenhen  Ketsubetsutan,Nemu Kurotsuchi,Mar 30,,Female,,,fictional
BLEACH Sennen Kessenhen  Ketsubetsutan,Keigo Asano,Apr 1,,Male,,,fictional
BLEACH Sennen Kessenhen  Ketsubetsutan,Kiyone Kotetsu,,,,,,fictional
BLEACH Sennen Kessenhen  Ketsubetsutan,Cirucci Thunderwitch,Feb 27,,Female,,,fictional
BLEACH Sennen Kessenhen  Ketsubetsutan,Dordonii Alessandro Del Socacchio,,,,,,fictional
BLEACH Sennen Kessenhen  Ketsubetsutan,Mizuiro Kojima,May 23,15,Male,BB,154,fictional
BLEACH Sennen Kessenhen  Ketsubetsutan,Charlotte Chuhlhourne,,,,,,fictional
BLEACH Sennen Kessenhen  Ketsubetsutan,Sentarou Kotsubaki,,,,,,fictional
BLEACH Sennen Kessenhen  Ketsubetsutan,Hyourinmaru,,,,,,fictional
BLEACH Sennen Kessenhen  Ketsubetsutan,Cang Du,May 27,,Male,,,fictional
BLEACH Sennen Kessenhen  Ketsubetsutan,Gerard Valkyrie,,,,,,fictional
BLEACH Sennen Kessenhen  Ketsubetsutan,Liltotto Lamperd,,,Female,,,fictional
BLEACH Sennen Kessenhen  Ketsubetsutan,Nianzol Weizol,,,Male,,,fictional
BLEACH Sennen Kessenhen  Ketsubetsutan,Mareyo Oomaeda,,,Female,,,fictional
Oshi no Ko,Kana Arima,,,Female,,,fictional
Oshi no Ko,Akane Kurokawa,,17,Female,,,fictional
Oshi no Ko,MEM-cho,,18,Female,,,fictional
Oshi no Ko,Miyako Saitou,,,Female,,,fictional
Oshi no Ko,Taishi Gotanda,,,Male,,,fictional
Oshi no Ko,Frill Shiranui,,16,Female,,,fictional
Oshi no Ko,Ichigo Saitou,,,Male,,,fictional
Oshi no Ko,Masaya Kaburagi,,,Male,,,fictional
Oshi no Ko,Pieyon,,,Male,,,fictional
Oshi no Ko,Yoriko Kichijouji,,,Female,,,fictional
Oshi no Ko,Melt Narushima,,,Male,,,fictional
Oshi no Ko,Minami Kotobuki,,16,Female,,,fictional
Oshi no Ko,Yuki Sumi,,,Female,,,fictional
Oshi no Ko,Kengo Morimoto,,18,Male,,,fictional
Oshi no Ko,Nobuyuki Kumano,,,Male,,,fictional
Oshi no Ko,Taishi no Haha,,,Female,,,fictional
Oshi no Ko,Ryousuke,,,Male,,,fictional
Oshi no Ko,Lala,,,Female,,,fictional
Oshi no Ko,Hikaru Kanzaki,,,Male,,,fictional
Oshi no Ko,Sumaki Raida,,35,Male,,,fictional
Oshi no Ko,Mana Suzushiro,,23,Female,,,fictional
Oshi no Ko,Drama Kantoku,,,,,,fictional
Oshi no Ko,Enshutsu Joshu A,,,,,,fictional
Oshi no Ko,Enshutsu Joshu B,,,Male,,,fictional
Oshi no Ko,Onna Seito,,,Female,,,fictional
Oshi no Ko,Director,,35,Male,,,fictional
Oshi no Ko,Akane no Haha,,,Female,,,fictional
Oshi no Ko,Manager,,,,,,fictional
Oshi no Ko,MEM-cho no Haha,,,Female,,,fictional
Oshi no Ko,Jimusho Shachou,,,,,,fictional
Oshi no Ko,Shinjin Haiyuu A,,,,,,fictional
Oshi no Ko,Shinjin Haiyuu B,,,,,,fictional
Oshi no Ko,Assistant A,,,,,,fictional
Oshi no Ko,Assistant B,,,,,,fictional
Oshi no Ko,Danshi Seito A,,,,,,fictional
Oshi no Ko,Joshi Seito A,,,Female,,,fictional
Oshi no Ko,Joshi Seito B,,,Female,,,fictional
Oshi no Ko,SNS no Koe,,,,,,fictional
Oshi no Ko,Keikan,,,,,,fictional
Oshi no Ko,Mesukousei B,,,Female,,,fictional
Oshi no Ko,Mesukousei A,,,Female,,,fictional
Oshi no Ko,Abiko Samejima,,22,Female,,,fictional
Oshi no Ko,Taiki Himekawa,,,Male,,,fictional
Oshi no Ko,Toshirou Kindachi,,56,Male,,,fictional
Oshi no Ko,Goa,,29,Male,,,fictional
Oshi no Ko,Sakuya Kamoshida,,22,Male,,,fictional
Oshi no Ko,Kana no Haha,,,Female,,,fictional
Oshi no Ko,Koyaku Jimusho Manager,,,,,,fictional
Oshi no Ko,Idol B,,,,,,fictional
Oshi no Ko,Ongaku Producer,,,,,,fictional
Oshi no Ko,Idol A,,,,,,fictional
Oshi no Ko,Staff,,,,,,fictional
Oshi no Ko,Fan A,,,Male,,,fictional
Oshi no Ko,Idol E,,,Female,,,fictional
Oshi no Ko,Fan B,,,Male,,,fictional
Oshi no Ko,Fan C,,,Male,,,fictional
Oshi no Ko,Idol D,,,Female,,,fictional
Oshi no Ko,Idol C,,,Female,,,fictional
Oshi no Ko,Otaku Fan,,,Male,,,fictional
Shingeki no Kyojin The Final Season,Porco Galliard,Nov 11,,Male,,175,fictional
Shingeki no Kyojin The Final Season,Zofia,,,Female,,142,fictional
Shingeki no Kyojin The Final Season,Colt Grice,Aug 12,,Male,,180,fictional
Shingeki no Kyojin The Final Season,Marcel Galliard,,,,,,fictional
Shingeki no Kyojin The Final Season,Artur Blouse,,,,,,fictional
Shingeki no Kyojin The Final Season,Willy Tybur,Jun 23,,Male,,,fictional
Shingeki no Kyojin The Final Season,Theo Magath,,,,,,fictional
Shingeki no Kyojin The Final Season,Nicolo,,,Male,,,fictional
Shingeki no Kyojin The Final Season,Lisa Blouse,,,,,,fictional
Shingeki no Kyojin The Final Season,Koslow,,,,,,fictional
Shingeki no Kyojin The Final Season,Calvi,,,,,,fictional
Shingeki no Kyojin The Final Season,Nambia,,,,,,fictional
Shingeki no Kyojin The Final Season,Ogweno,,,Male,,,fictional
Shingeki no Kyojin The Final Season,Reiner Chichi,,,,,,fictional
Shingeki no Kyojin The Final Season,Lara Tybur,,,,,,fictional
Shingeki no Kyojin The Final Season,Carlo,,,,,,fictional
Shingeki no Kyojin The Final Season,Louise,Apr 25,,Female,,,fictional
Shingeki no Kyojin The Final Season,Fine Tybur,,,,,,fictional
Shingeki no Kyojin The Final Season,Lobov,,,,,,fictional
Shingeki no Kyojin The Final Season,Greiz,,,,,,fictional
Shingeki no Kyojin The Final Season,Roeg,,,,,,fictional
Shingeki no Kyojin The Final Season,Varis,,,,,,fictional
Shingeki no Kyojin The Final Season,Thomas Wagner,,,,,,fictional
Shingeki no Kyojin The Final Season,Djel Sannes,,,,,,fictional
Shingeki no Kyojin The Final Season,Kaya no Haha,,,Female,,,fictional
Shingeki no Kyojin The Final Season,Heishi,,,,,,fictional
Shingeki no Kyojin The Final Season,Douryou,,,,,,fictional
Shingeki no Kyojin The Final Season,Colt Haha,,,,,,fictional
Shingeki no Kyojin The Final Season,Karl Fritz,,,,,,fictional
Shiguang Dailiren,Xiaoshi Cheng,Apr 15,21,Male,B,180,fictional
Shiguang Dailiren,Guang Lu,Oct 24,,Male,,175,fictional
Shiguang Dailiren,Ling Qiao,Mar 16,22,Female,O,,fictional
Shiguang Dailiren,Xia Yu,,,Female,,,fictional
Shiguang Dailiren,Zhen Lin,,,Female,,,fictional
Shiguang Dailiren,Xiao Chen,,,Male,,,fictional
Shiguang Dailiren,Xiao Chen Ma,,,Female,,,fictional
Shiguang Dailiren,Xiao Chen Ba,,,Male,,,fictional
Shiguang Dailiren,Hongbin Lu,,,Male,,,fictional
Shiguang Dailiren,Hongbin Lu Ma,,,Female,,,fictional
Shiguang Dailiren,Emma Fuqin,,,Male,,,fictional
Shiguang Dailiren,Emma Muqin,,,Female,,,fictional
Shiguang Dailiren,Xiaoshi Cheng Ma,,,Female,,,fictional
Shiguang Dailiren,Lei Liu,,,Male,,,fictional
Shiguang Dailiren,Xie Zhu,,,Male,,,fictional
Shiguang Dailiren,Zhu Taitai,,,Female,,,fictional
Shiguang Dailiren,Shanshan Xu,,,Female,,,fictional
Shiguang Dailiren,Min Liu,,,Male,,,fictional
Shiguang Dailiren,Meng Liu,,,Female,,,fictional
Shiguang Dailiren,Li Xiao,,,Male,,,fictional
Shiguang Dailiren,Yi Dong,,,Male,,,fictional
Shiguang Dailiren,Ma Laoshi,,,Male,,,fictional
Shiguang Dailiren,Bin Chen,,,Male,,,fictional
Shiguang Dailiren,Siji Dashu,,,Male,,,fictional
Shiguang Dailiren,Diantai Zhubo,,,Male,,,fictional
Shiguang Dailiren,Nü Tongshi,,,Female,,,fictional
Shiguang Dailiren,Nü Zhubo,,,Female,,,fictional
Shiguang Dailiren,Jizhe,,,Male,,,fictional
Shiguang Dailiren,Zhuchu A,,,Male,,,fictional
Shiguang Dailiren,Jingli,,,Male,,,fictional
Shiguang Dailiren,Diantai Zhuchiren A,,,Female,,,fictional
Shiguang Dailiren,Diantai Zhuchiren B,,,Male,,,fictional
Shiguang Dailiren,Jizhe A,,,Male,,,fictional
Shiguang Dailiren,Caipan,,,Male,,,fictional
Shiguang Dailiren,Announcer,,,,,,fictional
Shiguang Dailiren,Haitatsuin,,,,,,fictional
Modao Zushi 3,Wuxian Wei,Oct 31,,Male,,,fictional
Modao Zushi 3,Wangji Lan,Jan 23,,Male,,,fictional
Modao Zushi 3,Yanli Jiang,May 2,,,,,fictional
Modao Zushi 3,Wanyin Jiang,,,Male,,,fictional
Modao Zushi 3,Sizhui Lan,,,,,,fictional
Modao Zushi 3,Jingyi Lan,,,,,,fictional
Modao Zushi 3,Huaisang Nie,May 20,,Male,,,fictional
Modao Zushi 3,Guangyao Jin,Feb 20,,Male,,,fictional
Modao Zushi 3,Ling Jin,,,,,,fictional
Modao Zushi 3,Zixuan Jin,Feb 20,,Male,,,fictional
Modao Zushi 3,Ning Wen,Apr 11,,Male,,,fictional
Modao Zushi 3,Mingjue Nie,,,,,,fictional
Modao Zushi 3,Lan Song,,,Male,,,fictional
Modao Zushi 3,Xingchen Xiao,,,Male,,,fictional
Modao Zushi 3,Yang Xue,,,Male,,,fictional
Modao Zushi 3,Aqing,,,Female,,,fictional
Modao Zushi 3,Su Qin,,,Female,,,fictional
Modao Zushi 3,Zizhen Ouyang,,,Male,,,fictional
Modao Zushi 3,She Su,,,Male,,,fictional
Modao Zushi 3,Ruohan Wen,,,Male,,,fictional
Modao Zushi 3,Ping Chang,,,Male,,,fictional
Modao Zushi 3,Sisi,,,Female,,,fictional
Modao Zushi 3,Bicao,,,Female,,,fictional
Modao Zushi 3,Cian Chang,,,Male,,,fictional
Modao Zushi 3,Lan Furen,,,Female,,,fictional
Modao Zushi 3,Sanren Cangse,,,Female,,,fictional
Modao Zushi 3,Xu Wen,,,Male,,,fictional
Modao Zushi 3,Shi Meng,,,Female,,,fictional
Modao Zushi 3,Changze Wei,,,Male,,,fictional
Modao Zushi 3,Wen Popo,,,Female,,,fictional
Modao Zushi 3,Chan Jin,,,Male,,,fictional
Modao Zushi 3,Mengchen Fang,,,Male,,,fictional
Shouwa Genroku Rakugo Shinjuu Sukeroku Futatabihen,Yotarou,,,Male,,,fictional
Shouwa Genroku Rakugo Shinjuu Sukeroku Futatabihen,Yakumo Yuurakutei,,,Male,,,fictional
Shouwa Genroku Rakugo Shinjuu Sukeroku Futatabihen,Konatsu,,,Female,,,fictional
Shouwa Genroku Rakugo Shinjuu Sukeroku Futatabihen,Sukeroku Yuurakutei,,,Male,,,fictional
Shouwa Genroku Rakugo Shinjuu Sukeroku Futatabihen,Miyokichi,,,Female,,,fictional
Shouwa Genroku Rakugo Shinjuu Sukeroku Futatabihen,Eisuke Higuchi,,,,,,fictional
Shouwa Genroku Rakugo Shinjuu Sukeroku Futatabihen,Matsuda,,,,,,fictional
Shouwa Genroku Rakugo Shinjuu Sukeroku Futatabihen,Mangetsu Tsuburaya,,,,,,fictional
Shouwa Genroku Rakugo Shinjuu Sukeroku Futatabihen,Shinnosuke,,,Male,,,fictional
Shouwa Genroku Rakugo Shinjuu Sukeroku Futatabihen,Koyuki,,,Female,,,fictional
Shouwa Genroku Rakugo Shinjuu Sukeroku Futatabihen,Yakuza Aniki,,,Male,,,fictional
Shouwa Genroku Rakugo Shinjuu Sukeroku Futatabihen,Oyabun,,,Male,,,fictional
Code Geass Hangyaku no Lelouch R2,C.C.,Mar 21,,Female,,167,fictional
Code Geass Hangyaku no Lelouch R2,Suzaku Kururugi,"Jul 10, 2000",17-18,Male,O,176,fictional
Code Geass Hangyaku no Lelouch R2,Kallen Stadtfeld,"Mar 29, 2000",17-18,Female,B,173,fictional
