Category,Name,Height,Pro1,pro2
211302,A. Ring,177.8,FI,New York City FC,1842
211302,B. Ndiaye,180.34,SN,Galatasaray SK,1842
211302,Kaku,170.18,PY,New York Red Bulls,1842
211302,Adilson Edrada,175.26,BR,Santos,1842
211302,A. Ibargüen,167.64,CO,Club América,1842
211302,Iraizoz,190.5,ES,Girona FC,1842
211302,N. Nikolić,180.34,HU,Chicago Fire,1842
211302,J. Kurtić,185.42,SI,SPAL,1842
211302,K. Wimmer,187.96,AT,Hannover 96,1842
211302,A. Mejía,177.8,CO,Club León,1842
211302,A. Barreca,180.34,IT,AS Monaco,1842
211302,Gil Dias,182.88,PT,Nottingham Forest,1842
211302,J. Locadia,185.42,NL,Brighton & Hove Albion,1842
211302,S. Kryvtsov,185.42,UA,Shakhtar Donetsk,1842
211302,O. Peralta,177.8,MX,Club América,1842
211302,C. Budescu,182.88,RO,Al Shabab,1842
211302,A. Raggi,187.96,IT,AS Monaco,1842
211302,R. Donk,193.04,NL,Galatasaray SK,1842
211302,Edgar Méndez,187.96,ES,Cruz Azul,1842
211302,L. De Silvestri,185.42,IT,Torino,1842
211302,M. Saracchi,172.72,UY,RB Leipzig,1842
211302,D. Congré,185.42,FR,Montpellier HSC,1842
211302,M. Fritzler,177.8,AR,Club Atlético Colón,1842
211302,T. Kolodziejczak,185.42,FR,AS Saint-Étienne,1842
211302,Caio Nunson,185.42,BR,Vitória,1842
211302,Felipe Vizeu,182.88,BR,Udinese,1842
211302,J. Damm,185.42,MX,Tigres U.A.N.L.,1842
211302,Guilherme,177.8,BR,Olympiacos CFP,1842
211302,G. Nkoudou,175.26,FR,Tottenham Hotspur,1842
211302,Joel Robles,195.58,ES,Real Betis,1842
211302,B. Zungu,182.88,ZA,Amiens SC,1842
211302,Otávio Cairinho,177.8,BR,Internacional,1842
211302,P. Gouano,185.42,FR,Amiens SC,1842
211302,C. Domínguez,177.8,PY,Club América,1842
211302,R. Falk,177.8,DK,FC København,1842
211302,André Ramalho,182.88,BR,FC Red Bull Salzburg,1842
211302,G. Schennikov,180.34,RU,PFC CSKA Moscow,1842
211302,M. Morozyuk,175.26,UA,Dynamo Kyiv,1842
211302,J. van der Heijden,185.42,NL,Feyenoord,1842
211302,A. Musa,170.18,NG,Al Nassr,1842
211302,A. Diaby,172.72,ML,Sporting CP,1842
211302,G. İnler,182.88,CH,Medipol Başakşehir FK,1842
211302,L. Cigarini,175.26,IT,Cagliari,1842
211302,Júnior Urso,177.8,BR,Guangzhou R&F; FC,1842
211302,B. Butko,182.88,UA,Shakhtar Donetsk,1842
211302,R. Thomas,175.26,NZ,PSV,1842
211302,M. Jensen,172.72,DK,RC Celta,1842
211302,Burgui,182.88,ES,Deportivo Alavés,1842
211302,A. Meret,190.5,IT,Napoli,1842
211302,M. Gonalons,187.96,FR,Sevilla FC,1842
211302,D. Valdés,177.8,CL,Monarcas Morelia,1842
211302,Marafona,190.5,PT,SC Braga,1842
211302,R. Karsdorp,182.88,NL,Roma,1842
211302,I. Opara,187.96,US,Sporting Kansas City,1842
211302,K. Laimer,180.34,AT,RB Leipzig,1842
211302,O. Kamara,182.88,NO,LA Galaxy,1842
211302,S. Gentiletti,185.42,AR,Albacete BP,1842
211302,Serey Dié,177.8,CI,FC Basel 1893,1842
211302,A. Westwood,175.26,GB,Burnley,1842
211302,C. Ciano,175.26,IT,Frosinone,1842
211302,A. Conti,182.88,IT,Milan,1842
211302,Bojan,170.18,ES,Stoke City,1842
211302,C. Vargas,185.42,CO,Deportivo Cali,1842
211302,Éder,190.5,PT,Lokomotiv Moscow,1842
211302,Y. Benzia,177.8,DZ,Fenerbahçe SK,1842
211302,W. Hennessey,198.12,gb-wls,Crystal Palace,1842
211302,E. Thommy,175.26,DE,VfB Stuttgart,1842
211302,Bustinza,175.26,ES,CD Leganés,1842
211302,Bernardo,185.42,BR,Brighton & Hove Albion,1842
211302,P. Cissé,182.88,SN,Alanyaspor,1842
211302,Oier,190.5,ES,Levante UD,1842
211302,D. Gayle,175.26,GB,West Bromwich Albion,1842
211302,Joelinton,185.42,BR,TSG 1899 Hoffenheim,1842
211302,A. Pérez,180.34,CO,Deportivo Cali,1842
211302,B. Jones,193.04,AU,Al Nassr,1842
211302,J. Drmić,182.88,CH,Borussia Mönchengladbach,1842
211302,M. Mount,177.8,GB,Derby County,1842
211302,A. McGregor,182.88,gb-sct,Rangers FC,1842
211302,O. Elabdellaoui,177.8,NO,Olympiacos CFP,1842
211302,R. Steffen,170.18,CH,VfL Wolfsburg,1842
211302,K. Kanga,167.64,GA,Sparta Praha,1842
211302,J. Ananidze,170.18,GE,Spartak Moscow,1842
211302,S. Ilsanker,187.96,AT,RB Leipzig,1842
211302,A. Blake,193.04,JM,Philadelphia Union,1842
211302,Nicholas Aldair,187.96,BR,Fluminense,1842
211302,R. Sessegnon,177.8,GB,Fulham,1842
211302,Jorginhson,177.8,BR,Vitória,1842
211302,Carlitos,175.26,ES,Legia Warszawa,1842
211302,L. Nguyen,172.72,US,Los Angeles FC,1842
211302,A. Paschalakis,198.12,GR,PAOK,1842
211302,Fabrício,182.88,BR,Urawa Red Diamonds,1842
211302,M. Coco,182.88,FR,En Avant de Guingamp,1842
211302,K. Babacar,190.5,SN,Sassuolo,1842
211302,Postigo,185.42,ES,Levante UD,1842
211302,Renato Sanches,175.26,PT,FC Bayern München,1842
211302,M. Caruzzo,185.42,AR,Rosario Central,1842
211302,G. Konan,175.26,CI,Stade de Reims,1842
211302,S. Mounié,190.5,BJ,Huddersfield Town,1842
211302,P. Capelle,180.34,FR,Angers SCO,1842
211302,T. Davies,185.42,GB,Everton,1842
211302,N. Dirar,187.96,MA,Fenerbahçe SK,1842
211302,J. Toornstra,177.8,NL,Feyenoord,1842
211302,Paulinho,165.1,BR,Portimonense SC,1842
211302,S. Larsson,177.8,SE,Feyenoord,1842
211302,P. Tau,167.64,ZA,,1842
211302,J. Kluivert,170.18,NL,Roma,1842
211302,H. Ayala,182.88,MX,Tigres U.A.N.L.,1842
211302,Miguel Silva,190.5,PT,Vitória Guimarães,1842
211302,D. Rolán,177.8,UY,CD Leganés,1842
211302,L. Klostermann,187.96,DE,RB Leipzig,1842
211302,G. Rodríguez,185.42,AR,Club América,1842
211302,M. Locatelli,185.42,IT,Sassuolo,1842
211302,F. Caputo,180.34,IT,Empoli,1842
211302,A. Roa,175.26,CO,Club Atlético Huracán,1842
211302,Keko,172.72,ES,Real Valladolid CF,1842
211302,A. El Khayati,185.42,NL,ADO Den Haag,1842
211302,F. Schär,187.96,CH,Newcastle United,1842
211302,A. Haidara,175.26,ML,FC Red Bull Salzburg,1842
211302,Chema Rodríguez,187.96,ES,Levante UD,1842
211302,G. dos Santos,175.26,MX,LA Galaxy,1842
211302,T. Bifouma,180.34,CG,MKE Ankaragücü,1842
211302,Dani Rochelinhas,177.8,BR,Chapecoense,1842
211302,M. Ostrzolek,177.8,DE,Hannover 96,1842
211302,Sandro,175.26,ES,Real Sociedad,1842
211302,L. Deaux,187.96,FR,En Avant de Guingamp,1842
211302,J. Vuković,195.58,RS,Olympiacos CFP,1842
211302,J. Hansen,187.96,DK,FC Midtjylland,1842
211302,Gonçalo Paciência,182.88,PT,Eintracht Frankfurt,1842
211302,Córdoba,180.34,ES,Athletic Club de Bilbao,1842
211302,P. Pekarík,175.26,SK,Hertha BSC,1842
211302,Ximo Navarro,177.8,ES,Deportivo Alavés,1842
211302,Pablo Hernández,172.72,ES,Leeds United,1842
211302,G. Kashia,185.42,GE,San Jose Earthquakes,1842
211302,Cássio,185.42,BR,Al Taawoun,1842
211302,S. Bamba,190.5,CI,Cardiff City,1842
211302,S. Kums,175.26,BE,RSC Anderlecht,1842
211302,Fábio Martins,177.8,PT,SC Braga,1842
211302,M. Suárez,182.88,AR,Belgrano de Córdoba,1842
211302,S. Mitrović,187.96,RS,RC Strasbourg Alsace,1842
211302,D. Aogo,185.42,DE,VfB Stuttgart,1842
211302,B. Engels,193.04,BE,Stade de Reims,1842
211302,F. Tait,175.26,FR,Angers SCO,1842
211302,D. Zagadou,195.58,FR,Borussia Dortmund,1842
211302,M. Diamé,182.88,SN,Newcastle United,1842
211302,A. Younes,167.64,DE,Napoli,1842
211302,B. Verstraete,175.26,BE,KAA Gent,1842
211302,K. Akpoguma,193.04,DE,TSG 1899 Hoffenheim,1842
211302,B. Santamaria,182.88,FR,Angers SCO,1842
211302,E. Moretti,182.88,IT,Torino,1842
211302,H. Behrens,187.96,DE,1. FC Nürnberg,1842
211302,M. Maignan,190.5,FR,LOSC Lille,1842
211302,Y. Karamoh,185.42,FR,FC Girondins de Bordeaux,1842
211302,V. Ignatiev,180.34,RU,Lokomotiv Moscow,1842
211302,A. Thomasson,177.8,FR,RC Strasbourg Alsace,1842
211302,D. Amartey,185.42,GH,Leicester City,1842
211302,R. Özcan,182.88,AT,Bayer 04 Leverkusen,1842
211302,A. Donnarumma,180.34,IT,Brescia,1842
211302,Timor,185.42,ES,UD Las Palmas,1842
211302,C. McGregor,175.26,gb-sct,Celtic,1842
211302,R. Martínez,180.34,CO,Club América,1842
211302,V. Buyalskyi,170.18,UA,Dynamo Kyiv,1842
211302,H. Arter,175.26,IE,Cardiff City,1842
211302,A. Mawson,187.96,GB,Fulham,1842
211302,F. Guilbert,177.8,FR,Stade Malherbe Caen,1842
211302,M. Lemos,187.96,UY,Sassuolo,1842
211302,S. Sturaro,180.34,IT,Sporting CP,1842
211302,A. Duncan,177.8,GH,Sassuolo,1842
211302,Marlon,182.88,BR,Sassuolo,1842
211302,M. Isla,175.26,CL,Fenerbahçe SK,1842
211302,Thiago Maia,177.8,BR,LOSC Lille,1842
211302,Y. Aït Bennasser,182.88,MA,AS Monaco,1842
211302,O. Toivonen,193.04,SE,Melbourne Victory,1842
211302,J. Urretaviscaya,172.72,UY,Monterrey,1842
211302,Yuri Ribeiro,177.8,PT,SL Benfica,1842
211302,N. Tomović,182.88,RS,Chievo Verona,1842
211302,F. Roncaglia,177.8,AR,RC Celta,1842
211302,R. Botta,175.26,AR,San Lorenzo de Almagro,1842
211302,R. Mandragora,182.88,IT,Udinese,1842
211302,A. Adomah,182.88,GH,Aston Villa,1842
211302,D. Samassékou,177.8,ML,FC Red Bull Salzburg,1842
211302,M. Yoshida,187.96,JP,Southampton,1842
211302,N. Viergever,182.88,NL,PSV,1842
211302,R. Amalfitano,175.26,FR,Dijon FCO,1842
211302,D. Cataldi,180.34,IT,Lazio,1842
211302,Martín,177.8,ES,Deportivo Alavés,1842
211302,Tiago Pinto,177.8,PT,MKE Ankaragücü,1842
211302,Fernandinho,175.26,BR,Chongqing Dangdai Lifan FC SWM Team,1842
211302,C. Cueva,167.64,PE,,1842
211302,M. Gaćinović,175.26,RS,Eintracht Frankfurt,1842
211302,G. Shoji,182.88,JP,Kashima Antlers,1842
211302,L. Rigoni,185.42,IT,Parma,1842
211302,M. Krmenčík,190.5,CZ,Viktoria Plzeň,1842
211302,M. Mevlja,190.5,SI,,1842
211302,C. Daniels,177.8,GB,Bournemouth,1842
211302,K. Stafylidis,177.8,GR,FC Augsburg,1842
211302,Sabin Merino,187.96,ES,CD Leganés,1842
211302,A. Flint,198.12,GB,Middlesbrough,1842
211302,Brais Méndez,187.96,ES,RC Celta,1842
211302,Merino,185.42,ES,Real Sociedad,1842
211302,S. Missiroli,190.5,IT,SPAL,1842
211302,Serantes,182.88,ES,CD Leganés,1842
211302,V. Guzmán,175.26,MX,Pachuca,1842
211302,D. Biseswar,175.26,NL,PAOK,1842
211302,E. Mas,180.34,AR,Boca Juniors,1842
211302,Nuno Pinto,172.72,PT,Vitória de Setúbal,1842
211302,Carlos Mané,172.72,PT,Sporting CP,1842
211302,Borja Valle,177.8,ES,Deportivo de La Coruña,1842
211302,Zeca,182.88,GR,FC København,1842
211302,C. Toselli,182.88,CL,CD Everton de Viña del Mar,1842
211302,M. Bizot,193.04,NL,AZ Alkmaar,1842
211302,K. Ayhan,182.88,TR,Fortuna Düsseldorf,1842
211302,Ricardo Ferreira,190.5,PT,SC Braga,1842
211302,N. Roux,182.88,FR,En Avant de Guingamp,1842
211302,Hernâni,177.8,PT,FC Porto,1842
211302,M. Çağıran,180.34,TR,Çaykur Rizespor,1842
211302,W. Morgan,185.42,JM,Leicester City,1842
211302,J. Alonso,182.88,PY,RC Celta,1842
211302,M. Wakaso,170.18,GH,Deportivo Alavés,1842
211302,K. Traoré,177.8,CI,,1842
211302,Y. Mvogo,190.5,CH,RB Leipzig,1842
211302,Kaíquão Castro,190.5,BR,Fluminense,1842
211302,K. Fofana,187.96,CI,,1842
211302,P. Hurtado,175.26,PE,Atiker Konyaspor,1842
211302,D. Bocanegra,182.88,CO,Atlético Nacional,1842
211302,Melero,182.88,ES,SD Huesca,1842
211302,Borja Bastón,190.5,ES,Deportivo Alavés,1842
211302,O. Murillo,182.88,CO,Pachuca,1842
211302,O. Onazi,172.72,NG,Trabzonspor,1842
211302,C. Günter,182.88,DE,SC Freiburg,1842
211302,I. Amadou,182.88,FR,Sevilla FC,1842
211302,Unai López,170.18,ES,Athletic Club de Bilbao,1842
211302,K. Iheanacho,182.88,NG,Leicester City,1842
211302,C. Söyüncü,185.42,TR,Leicester City,1842
211302,B. Pearson,175.26,GB,Preston North End,1842
211302,F. Niederlechner,187.96,DE,SC Freiburg,1842
211302,S. Denswil,185.42,NL,Club Brugge KV,1842
211302,G. Rodríguez,182.88,AR,San Lorenzo de Almagro,1842
211302,P. Guiñazú,175.26,AR,Club Atlético Talleres,1842
211302,H. Hateboer,187.96,NL,Atalanta,1842
211302,I. Fernández,182.88,AR,River Plate,1842
211302,L. Blas,180.34,FR,En Avant de Guingamp,1842
211302,M. Sarr,182.88,FR,OGC Nice,1842
211302,Mikel Rico,177.8,ES,Athletic Club de Bilbao,1842
211302,F. Neuhaus,182.88,DE,Borussia Mönchengladbach,1842
211302,S. İnan,182.88,TR,Galatasaray SK,1842
211302,C. Maggio,182.88,IT,Benevento,1842
211302,Mexer,187.96,MZ,Stade Rennais FC,1842
211302,F. Magnanelli,180.34,IT,Sassuolo,1842
211302,J. Figal,180.34,AR,Independiente,1842
211302,V. Claesson,182.88,SE,,1842
211302,F. Helander,193.04,SE,Bologna,1842
211302,J. Gondorf,175.26,DE,SC Freiburg,1842
211302,R. Ghezzal,182.88,DZ,Leicester City,1842
213956,Adama,177.8,ES,Wolverhampton Wanderers,110
213956,O. Duda,180.34,SK,Hertha BSC,110
213956,R. Bensebaini,185.42,DZ,Stade Rennais FC,110
213956,L. Depoitre,190.5,BE,Huddersfield Town,110
213956,N. Vlašić,177.8,HR,PFC CSKA Moscow,110
213956,Rochina,182.88,ES,Levante UD,110
213956,M. Doherty,182.88,IE,Wolverhampton Wanderers,110
213956,C. Musonda,172.72,BE,Vitesse,110
213956,João Teixeira,177.8,PT,Vitória Guimarães,110
213956,S. Ward,185.42,IE,Burnley,110
213956,Y. Cardinale,180.34,FR,OGC Nice,110
213956,S. Francis,187.96,GB,Bournemouth,110
213956,Lafortiscinho,177.8,BR,Botafogo,110
213956,M. Valdifiori,185.42,IT,SPAL,110
213956,Rubén Pérez,177.8,ES,CD Leganés,110
213956,D. Boyata,187.96,BE,Celtic,110
213956,N. Mendy,167.64,FR,Leicester City,110
213956,A. Martín Arias,185.42,AR,Gimnasia y Esgrima La Plata,110
213956,Pedraza,182.88,ES,Villarreal CF,110
213956,Ricardo,187.96,PT,GD Chaves,110
213956,Tarantini,187.96,PT,Rio Ave FC,110
213956,K. Stöger,175.26,AT,Fortuna Düsseldorf,110
213956,C. Mbemba,182.88,cg,FC Porto,110
213956,A. Limbombe,175.26,BE,FC Nantes,110
213956,K. McDonald,193.04,gb-sct,Fulham,110
213956,O. Niasse,182.88,SN,Everton,110
213956,G. Herrera,187.96,AR,Club Atlético Talleres,110
213956,R. Borré,175.26,CO,River Plate,110
213956,E. Zukanović,190.5,BA,Genoa,110
213956,A. Elis,180.34,HN,Houston Dynamo,110
213956,M. Fernández,177.8,CL,Club Necaxa,110
213956,D. Rodríguez,170.18,UY,Club Tijuana,110
213956,T. Klose,193.04,CH,Norwich City,110
213956,A. Cornelius,193.04,DK,FC Girondins de Bordeaux,110
213956,Kwon Chang Hoon,175.26,KR,Dijon FCO,110
213956,C. Larin,187.96,CA,Beşiktaş JK,110
213956,Tchê Tchê,175.26,BR,Dynamo Kyiv,110
213956,M. Leckie,180.34,AU,Hertha BSC,110
213956,L. Quiñones,177.8,CO,Deportivo Toluca,110
213956,Fontàs,185.42,ES,Sporting Kansas City,110
213956,K. Vermeer,182.88,NL,Feyenoord,110
213956,A. Surman,177.8,GB,Bournemouth,110
213956,M. Höger,182.88,DE,1. FC Köln,110
213956,S. Dann,187.96,GB,Crystal Palace,110
213956,Jovane Cabral,175.26,CV,Sporting CP,110
213956,C. Cathcart,190.5,GB-NIR,Watford,110
213956,Zaldúa,175.26,ES,Real Sociedad,110
213956,Pelé,182.88,GW,AS Monaco,110
213956,M. Kelly,190.5,GB,Crystal Palace,110
213956,Y. Bolasie,187.96,cg,Aston Villa,110
213956,L. Zelarayán,172.72,AR,Tigres U.A.N.L.,110
213956,Gelson Fernandes,177.8,CH,Eintracht Frankfurt,110
213956,D. Glushakov,180.34,RU,Spartak Moscow,110
213956,Lee Jae Sung,180.34,KR,Holstein Kiel,110
213956,Baiano,177.8,BR,Alanyaspor,110
213956,A. Hurtado,170.18,CO,Monterrey,110
213956,A. Mierzejewski,175.26,PL,Changchun Yatai FC,110
213956,V. Janssen,182.88,NL,Tottenham Hotspur,110
213956,E. Paredes,177.8,CL,Colo-Colo,110
213956,B. Alemán,175.26,UY,Ettifaq FC,110
213956,P. Retsos,185.42,GR,Bayer 04 Leverkusen,110
213956,J. Hernández,175.26,CO,SD Huesca,110
213956,S. Corchia,175.26,FR,SL Benfica,110
213956,Rubén Pardo,180.34,ES,Real Sociedad,110
213956,P. Goltz,182.88,AR,Boca Juniors,110
213956,D. Türüç,177.8,TR,Kayserispor,110
213956,B. Mechele,190.5,BE,Club Brugge KV,110
213956,Kaimo Lima,187.96,BR,Fluminense,110
213956,R. Rodelin,193.04,FR,En Avant de Guingamp,110
213956,Bobô,185.42,BR,Alanyaspor,110
213956,L. Ciman,182.88,BE,Dijon FCO,110
213956,D. Ba,187.96,SN,Shanghai Greenland Shenhua FC,110
213956,H. Medunjanin,187.96,BA,Philadelphia Union,110
213956,José Cañas,177.8,ES,PAOK,110
213956,Y. Osorio,187.96,VE,Vitória Guimarães,110
213956,Titi,187.96,BR,Göztepe SK,110
213956,Carles Gil,170.18,ES,Deportivo de La Coruña,110
213956,P. Lasne,185.42,FR,Montpellier HSC,110
213956,Lekue,180.34,ES,Athletic Club de Bilbao,110
213956,A. Silva,177.8,UY,Montreal Impact,110
213956,A. Danjuma Groeneveld,177.8,NL,Club Brugge KV,110
213956,C. Luyindama,190.5,cg,Standard de Liège,110
213956,L. González Pirez,185.42,AR,Atlanta United,110
213956,Sergio Álvarez,182.88,ES,SD Eibar,110
213956,M. Cornet,177.8,CI,Olympique Lyonnais,110
213956,M. Schnatterer,180.34,DE,1. FC Heidenheim 1846,110
213956,O. Kharbin,185.42,SY,Al Hilal,110
213956,Sergi Guardiola,187.96,ES,Getafe CF,110
213956,T. Souček,193.04,CZ,SK Slavia Praha,110
213956,Y. Ravet,177.8,FR,SC Freiburg,110
213956,T. Serero,172.72,ZA,Vitesse,110
213956,B. Douglas,177.8,gb-sct,Leeds United,110
213956,S. Johnstone,193.04,GB,West Bromwich Albion,110
213956,Medrán,175.26,ES,Rayo Vallecano,110
213956,J. Corona,182.88,MX,Cruz Azul,110
213956,I. Fetfatzidis,165.1,GR,Olympiacos CFP,110
213956,S. Romero,177.8,AR,Independiente,110
213956,B. Jokič,175.26,SI,,110
213956,S. Sinclair,177.8,GB,Celtic,110
213956,L. Krejčí,180.34,CZ,Bologna,110
213956,L. Orbán,177.8,AR,Racing Club,110
213956,A. Hamdallah,177.8,MA,Al Nassr,110
213956,R. Tapia,182.88,PE,Feyenoord,110
213956,O. Watkins,180.34,GB,Brentford,110
213956,Duirval Diniz,187.96,BR,Atlético Paranaense,110
213956,Arribas,182.88,ES,U.N.A.M.,110
213956,B. Dabo,185.42,BF,Fiorentina,110
213956,G. Lezcano,167.64,AR,Monarcas Morelia,110
213956,Bebeto,175.26,BR,Clube Sport Marítimo,110
213956,L. Sobiech,195.58,DE,1. FC Köln,110
213956,Guerrero,180.34,ES,Olympiacos CFP,110
213956,K. Boutaïb,187.96,MA,Yeni Malatyaspor,110
213956,T. Hlatshwayo,187.96,ZA,,110
213956,M. Krohn-Dehli,170.18,DK,Deportivo de La Coruña,110
213956,Lucas Torró,190.5,ES,Eintracht Frankfurt,110
213956,J. Vossen,182.88,BE,Club Brugge KV,110
213956,J. Rodríguez,185.42,MX,Lobos BUAP,110
213956,M. Pasqual,177.8,IT,Empoli,110
213956,Zubeldia,180.34,ES,Real Sociedad,110
213956,Da Costa,185.42,BR,Bologna,110
213956,D. Kolář,180.34,CZ,Viktoria Plzeň,110
213956,M. Zaldivia,180.34,AR,Colo-Colo,110
213956,S. Ghoddos,177.8,IR,Amiens SC,110
213956,A. Bălută,165.1,RO,SK Slavia Praha,110
213956,T. Melia,185.42,US,Sporting Kansas City,110
213956,A. Di Gaudio,170.18,IT,Parma,110
213956,N. Milenković,195.58,RS,Fiorentina,110
213956,V. Demirel,190.5,TR,Fenerbahçe SK,110
213956,L. Cooper,187.96,gb-sct,Leeds United,110
213956,Edercinho Sepa,177.8,BR,Grêmio,110
213956,A. Morelos,177.8,CO,Rangers FC,110
213956,J. Chester,180.34,gb-wls,Aston Villa,110
213956,D. Sakho,182.88,SN,Bursaspor,110
213956,E. Velázquez,185.42,UY,Rayo Vallecano,110
213956,M. Waris,172.72,GH,FC Nantes,110
213956,T. Matavž,187.96,SI,Vitesse,110
213956,Y. Khacheridi,198.12,UA,PAOK,110
213956,Y. Gerhardt,182.88,DE,VfL Wolfsburg,110
213956,K. Laifis,185.42,CY,Standard de Liège,110
213956,J. Hoilett,172.72,CA,Cardiff City,110
213956,Pascoal Muscato,177.8,BR,Santos,110
213956,J. Furch,187.96,AR,Santos Laguna,110
213956,Fransérgio,187.96,BR,SC Braga,110
213956,S. Gümüş,177.8,DE,Galatasaray SK,110
213956,Anselmo,185.42,BR,Al Wehda,110
213956,J. Silva,180.34,AR,CD Leganés,110
213956,Manquillo,177.8,ES,Newcastle United,110
213956,Daniel Candeias,177.8,PT,Rangers FC,110
213956,R. Rey,190.5,AR,PAOK,110
213956,U. Račić,193.04,RS,Valencia CF,110
213956,André Sousa,180.34,PT,Real Sporting de Gijón,110
213956,G. Ortíz,182.88,AR,Club Atlético Colón,110
213956,A. Ademi,185.42,MK,Dinamo Zagreb,110
213956,P. Roberts,170.18,GB,Girona FC,110
213956,Daniel Ayala,190.5,ES,Middlesbrough,110
213956,M. Kempf,185.42,DE,VfB Stuttgart,110
213956,R. Khedira,187.96,DE,FC Augsburg,110
213956,M. Casco,170.18,AR,River Plate,110
213956,Caio Milaçar,170.18,BR,Ceará Sporting Club,110
213956,O. Norwood,175.26,GB-NIR,Sheffield United,110
213956,C. Träsch,180.34,DE,FC Ingolstadt 04,110
213956,C. Atsu,165.1,GH,Newcastle United,110
213956,A. Touré,182.88,ML,AS Monaco,110
213956,Eduardo,187.96,PT,Vitesse,110
213956,M. Andújar,193.04,AR,Estudiantes de La Plata,110
213956,K. Olsson,180.34,SE,AIK,110
213956,E. Krafth,180.34,SE,Amiens SC,110
213956,R. Jack,182.88,gb-sct,Rangers FC,110
213956,M. Luongo,175.26,AU,Queens Park Rangers,110
213956,L. Jara,185.42,AR,Boca Juniors,110
213956,M. Andreolli,187.96,IT,Cagliari,110
213956,A. Chahechouhe,175.26,MA,Fenerbahçe SK,110
213956,I. Kutepov,193.04,RU,Spartak Moscow,110
213956,J. Pivarić,175.26,HR,Dynamo Kyiv,110
213956,E. Goldaniga,187.96,IT,Frosinone,110
213956,Elias Fontoira,185.42,BR,Internacional,110
213956,E. Saric,180.34,BA,Suwon Samsung Bluewings,110
213956,S. Al Faraj,180.34,SA,Al Hilal,110
213956,L. Crisetig,182.88,IT,Frosinone,110
213956,A. Pritchard,170.18,GB,Huddersfield Town,110
213956,D. Calvert-Lewin,187.96,GB,Everton,110
213956,T. Koopmeiners,182.88,NL,AZ Alkmaar,110
213956,Joselu,193.04,ES,Newcastle United,110
213956,G. Svensson,182.88,SE,Seattle Sounders FC,110
213956,Enaldo Praz,177.8,BR,Grêmio,110
213956,L. Griffiths,175.26,gb-sct,Celtic,110
213956,W. Katsande,177.8,ZW,Kaizer Chiefs,110
213956,S. Kırıntılı,185.42,TR,Atiker Konyaspor,110
213956,E. Crivelli,182.88,FR,Stade Malherbe Caen,110
213956,Jairo,172.72,ES,Hamburger SV,110
213956,R. Bazoer,182.88,NL,FC Porto,110
213956,G. Cunningham,182.88,IE,Cardiff City,110
213956,C. Berra,190.5,gb-sct,Heart of Midlothian,110
213956,A. Beck,180.34,DE,VfB Stuttgart,110
213956,K. Roofe,177.8,GB,Leeds United,110
213956,G. Imbula,185.42,FR,Rayo Vallecano,110
213956,D. Royer,177.8,AT,New York Red Bulls,110
213956,C. Njie,175.26,CM,Olympique de Marseille,110
213956,K. Lawrence,177.8,JM,New York Red Bulls,110
213956,N. Sánchez,187.96,AR,Monterrey,110
213956,N. Benezet,170.18,FR,En Avant de Guingamp,110
213956,O. Şahan,177.8,TR,Trabzonspor,110
213956,M. Besler,182.88,US,Sporting Kansas City,110
213956,D. Falcinelli,185.42,IT,Bologna,110
213956,L. Moore,185.42,GB,Reading,110
213956,A. Aguilar,185.42,CO,FC Dallas,110
213956,Dani Raba,182.88,ES,Villarreal CF,110
213956,B. Poulain,187.96,FR,Club Brugge KV,110
213956,Y. Nagatomo,170.18,JP,Galatasaray SK,110
213956,Raúl Fernández,195.58,ES,UD Las Palmas,110
213956,Alberto,182.88,ES,Rayo Vallecano,110
213956,J. Obi,175.26,NG,Chievo Verona,110
213956,C. Hourihane,180.34,IE,Aston Villa,110
213956,B. Kuwas,180.34,CW,Heracles Almelo,110
213956,Jailson Caeiro,177.8,BR,Botafogo,110
213956,D. Chará,172.72,CO,Portland Timbers,110
213956,T. Mykhalyk,182.88,UA,Lokomotiv Moscow,110
213956,M. Bešić,180.34,BA,Middlesbrough,110
213956,Alexis,182.88,ES,Al Ahli,110
213956,E. Puch,167.64,CL,Querétaro,110
213956,Kel Perinho,193.04,BR,Chapecoense,110
213956,C. Coady,185.42,GB,Wolverhampton Wanderers,110
213956,M. Estigarribia,180.34,PY,Club Atlético Colón,110
213956,E. Sviatchenko,182.88,DK,FC Midtjylland,110
213956,R. Ortiz,175.26,PY,,110
213956,Hugo Goiteira,190.5,BR,Ceará Sporting Club,110
