name,gender,height,category,subcat1,subcat2,extras
mehlis,male,144.0,Fictional,Anime,Millennium War Aigis,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
elyse,female,144.0,Fictional,Anime,Millennium War Aigis,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
eva,female,144.0,Fictional,Anime,Millennium War Aigis,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
rino,female,143.0,Fictional,Anime,Millennium War Aigis,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
fee,female,143.0,Fictional,Anime,Millennium War Aigis,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
mel,female,142.0,Fictional,Anime,Millennium War Aigis,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
kaguya,female,142.0,Fictional,Anime,Millennium War Aigis,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
hina,female,141.0,Fictional,Anime,Millennium War Aigis,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
paula,female,141.0,Fictional,Anime,Millennium War Aigis,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
rozette,female ,140.0,Fictional,Anime,Millennium War Aigis,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
cenote,male,140.0,Fictional,Anime,Millennium War Aigis,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
nenya,female,139.0,Fictional,Anime,Millennium War Aigis,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
parhelia,female,139.0,Fictional,Anime,Millennium War Aigis,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
chloe,female,139.0,Fictional,Anime,Millennium War Aigis,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
eden,female,139.0,Fictional,Anime,Millennium War Aigis,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
maple,female,139.0,Fictional,Anime,Millennium War Aigis,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
aisha,female  ,138.0,Fictional,Anime,Millennium War Aigis,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
dina,female,138.0,Fictional,Anime,Millennium War Aigis,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
livre,female,138.0,Fictional,Anime,Millennium War Aigis,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
shiho,female,138.0,Fictional,Anime,Millennium War Aigis,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
inari,female,136.0,Fictional,Anime,Millennium War Aigis,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
gustav,male,130.0,Fictional,Anime,Millennium War Aigis,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
kanon,male,127.0,Fictional,Anime,Millennium War Aigis,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
pupuru,unknown,127.0,Fictional,Anime,Millennium War Aigis,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
rubinas,female,127.0,Fictional,Anime,Millennium War Aigis,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
noel,female,124.0,Fictional,Anime,Millennium War Aigis,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
dorothy,female,122.0,Fictional,Anime,Millennium War Aigis,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
raichi,male,120.0,Fictional,Anime,Millennium War Aigis,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
manisha avari,female,170.0,Fictional,Anime,Gated Community,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
mariko hijiri,female,166.0,Fictional,Anime,Gated Community,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
kyouka minashiro,female,165.0,Fictional,Anime,Gated Community,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
isuzu ikemoto,female,163.0,Fictional,Anime,Gated Community,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
touko misumi,female,162.0,Fictional,Anime,Gated Community,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
marion phauna,female,155.0,Fictional,Anime,Shaman King,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
iron maiden jeanne,female,141.0,Fictional,Anime,Shaman King,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
saya sasamiya,female,148.0,Fictional,Anime,The Asterisk War: The Academy City of the Water,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
rin,female,170.0,Fictional,Anime,Cast Away...Airan Island,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
sarina kojima,female,164.0,Fictional,Anime,Oji-san Tomete Iede Gal to no Win Win Sex Life,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
mahiro yasaka,male,170.0,Fictional,Anime,Haiyore! Nyaruko-san W,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
kal'tsit,female,169.0,Fictional,Anime,Arknights: Prelude to Dawn,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
yurishia farandole,female,168.0,Fictional,Anime,Masou Gakuen HxH,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
corinna moku,female,163.0,Fictional,Anime,Darker than Black: The Black ContrActor,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
diana peschka holly eryngii,female,156.0,Fictional,Anime,Princess Holiday,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
harue kasuga,female,169.0,Fictional,Anime,We Don't Have Wings ~ Prelude ~,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
neko,female,140.0,Fictional,Anime,Iegami Nyoubou ~nullashi Nekomata wa KamiTuber~,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
riako mihara,female,164.0,Fictional,Anime,XX na Kanojo no Tsukurikata,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
toru nayuki,male,160.0,Fictional,Anime,High School Star Musical,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
hange zoe,female,170.0,Fictional,Anime,Shingeki no Kyojin 3 Part 2,"{'Birthday': 'Sep 5', 'Age': null, 'gender': null, 'Blood Type': null}"
luka urushibara,female,161.0,Fictional,Anime,SteinsGate,"{'Birthday': 'Aug 30, 1993', 'Age': '16', 'gender': null, 'Blood Type': 'A'}"
izuru kira,male,173.0,Fictional,Anime,BLEACH Sennen Kessenhen,"{'Birthday': 'Mar 27', 'Age': null, 'gender': null, 'Blood Type': null}"
shuuhei hisagi,male,181.0,Fictional,Anime,BLEACH Sennen Kessenhen,"{'Birthday': 'Aug 14', 'Age': null, 'gender': null, 'Blood Type': null}"
kuriko matsudaira,female,161.0,Fictional,Anime,Gintama,"{'Birthday': 'Sep 4', 'Age': '17', 'gender': null, 'Blood Type': null}"
koushi sugawara,male,174.0,Fictional,Anime,Haikyuu Karasuno Koukou VS Shiratorizawa Gakuen Koukou,"{'Birthday': 'Jun 13, 1994', 'Age': '17-24', 'gender': null, 'Blood Type': null}"
love aikawa,female,189.0,Fictional,Anime,BLEACH Sennen Kessenhen  Ketsubetsutan,"{'Birthday': 'Oct 10', 'Age': null, 'gender': null, 'Blood Type': null}"
takada,male,180.0,Fictional,Anime,Jujutsu Kaisen,"{'Birthday': null, 'Age': null, 'gender': null, 'Blood Type': null}"
kaname moniwa,male,176.0,Fictional,Anime,Haikyuu 2nd Season,"{'Birthday': 'Sep 6', 'Age': '17', 'gender': null, 'Blood Type': null}"
taiga fujimura,female,165.0,Fictional,Anime,Fatestay night Heavens Feel III spring song,"{'Birthday': null, 'Age': null, 'gender': null, 'Blood Type': null}"
ayako mitsuzuri,female,162.0,Fictional,Anime,Fatestay night Heavens Feel III spring song,"{'Birthday': null, 'Age': null, 'gender': null, 'Blood Type': null}"
lancelot,male,191.0,Fictional,Anime,FateZero 2nd Season,"{'Birthday': null, 'Age': null, 'gender': null, 'Blood Type': null}"
gilles de rais,male,196.0,Fictional,Anime,FateZero 2nd Season,"{'Birthday': null, 'Age': null, 'gender': null, 'Blood Type': null}"
frederick arthur,male,182.0,Fictional,Anime,BAnullA FISH,"{'Birthday': null, 'Age': null, 'gender': null, 'Blood Type': null}"
tomohisa kaname,male,175180.0,Fictional,Anime,Mahou Shoujo MadokaMagica Hangyaku no Monogatari,"{'Birthday': null, 'Age': null, 'gender': null, 'Blood Type': null}"
kazuko saotome,female,155157.0,Fictional,Anime,Mahou Shoujo MadokaMagica Hangyaku no Monogatari,"{'Birthday': null, 'Age': null, 'gender': null, 'Blood Type': null}"
kisame hoshigaki,male,195.0,Fictional,Anime,ROAD OF NARUTO,"{'Birthday': 'Mar 18', 'Age': '32', 'gender': null, 'Blood Type': 'AB'}"
itsuka kendou,female,166.0,Fictional,Anime,Boku no Hero Academia 6,"{'Birthday': 'Sep 9', 'Age': '15', 'gender': null, 'Blood Type': 'O'}"
shinya kamihara,male,170.0,Fictional,Anime,Boku no Hero Academia 6,"{'Birthday': 'Feb 22', 'Age': '33', 'gender': null, 'Blood Type': null}"
kakeru kurahara,male,172.0,Fictional,Anime,Kaze ga Tsuyoku Fuiteiru,"{'Birthday': null, 'Age': null, 'gender': null, 'Blood Type': null}"
haiji kiyose,male,170.0,Fictional,Anime,Kaze ga Tsuyoku Fuiteiru,"{'Birthday': null, 'Age': null, 'gender': null, 'Blood Type': null}"
takashi sugiyama,male,167.0,Fictional,Anime,Kaze ga Tsuyoku Fuiteiru,"{'Birthday': null, 'Age': null, 'gender': null, 'Blood Type': null}"
tarou jou,male,172.0,Fictional,Anime,Kaze ga Tsuyoku Fuiteiru,"{'Birthday': null, 'Age': null, 'gender': null, 'Blood Type': null}"
yukihiko iwakura,male,170.0,Fictional,Anime,Kaze ga Tsuyoku Fuiteiru,"{'Birthday': null, 'Age': null, 'gender': null, 'Blood Type': null}"
musa kamala,male,176.0,Fictional,Anime,Kaze ga Tsuyoku Fuiteiru,"{'Birthday': null, 'Age': null, 'gender': null, 'Blood Type': null}"
akihiro hirata,male,178.0,Fictional,Anime,Kaze ga Tsuyoku Fuiteiru,"{'Birthday': null, 'Age': null, 'gender': null, 'Blood Type': null}"
youhei sakaguchi,male,165.0,Fictional,Anime,Kaze ga Tsuyoku Fuiteiru,"{'Birthday': null, 'Age': null, 'gender': null, 'Blood Type': null}"
tomoe,female,190.0,Fictional,Anime,Kamisama Hajimemashita Kakohen,"{'Birthday': 'Aug 19', 'Age': '600+', 'gender': null, 'Blood Type': 'O'}"
charlotte roselei,female,171.0,Fictional,Anime,Black Clover Mahou Tei no Ken,"{'Birthday': 'Sep 18', 'Age': '27', 'gender': null, 'Blood Type': 'A'}"
nozel silva,male,177.0,Fictional,Anime,Black Clover Mahou Tei no Ken,"{'Birthday': 'Dec 30', 'Age': '29', 'gender': null, 'Blood Type': 'B'}"
mark twain,male,178.0,Fictional,Anime,Bungou Stray Dogs 2nd Season,"{'Birthday': 'Nov 30', 'Age': '22', 'gender': null, 'Blood Type': 'B'}"
otohiko,male,183.0,Fictional,Anime,Kamisama Hajimemashita,"{'Birthday': null, 'Age': null, 'gender': null, 'Blood Type': null}"
shinji koganei,male,170.0,Fictional,Anime,Kuroko no Basket 3rd SEASON,"{'Birthday': 'Sep 11', 'Age': '17', 'gender': null, 'Blood Type': 'B'}"
atsushi murasakibara,male,208.0,Fictional,Anime,Kuroko no Basket 3rd SEASON,"{'Birthday': 'Oct 9', 'Age': '16', 'gender': null, 'Blood Type': null}"
ryou sakurai,male,175.0,Fictional,Anime,Kuroko no Basket 3rd SEASON,"{'Birthday': 'Sep 9', 'Age': '16', 'gender': null, 'Blood Type': null}"
makoto hanamiya,male,179.0,Fictional,Anime,Kuroko no Basket 3rd SEASON,"{'Birthday': 'Jan 12', 'Age': '17', 'gender': null, 'Blood Type': null}"
kouki furihata,male,170.0,Fictional,Anime,Kuroko no Basket 3rd SEASON,"{'Birthday': 'Nov 8', 'Age': '16', 'gender': null, 'Blood Type': 'O'}"
hiroshi kobori,male,192.0,Fictional,Anime,Kuroko no Basket 3rd SEASON,"{'Birthday': 'Oct 2', 'Age': '18', 'gender': null, 'Blood Type': null}"
alexandra garcia,female ,180.0,Fictional,Anime,Kuroko no Basket 3rd SEASON,"{'Birthday': 'Aug 8', 'Age': null, 'gender': null, 'Blood Type': 'B'}"
kazuya hara,male,188.0,Fictional,Anime,Kuroko no Basket 3rd SEASON,"{'Birthday': null, 'Age': '17', 'gender': null, 'Blood Type': null}"
judar,male,173.0,Fictional,Anime,Magi The kingdom of magic,"{'Birthday': null, 'Age': '18', 'gender': null, 'Blood Type': null}"
ja'far,male,172.0,Fictional,Anime,Magi The kingdom of magic,"{'Birthday': null, 'Age': '25', 'gender': null, 'Blood Type': null}"
angelina durless,female,168.0,Fictional,Anime,Kuroshitsuji Book of the Atlantic,"{'Birthday': null, 'Age': null, 'gender': null, 'Blood Type': null}"
atsumu matsuyuki,male,181.0,Fictional,Anime,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai,"{'Birthday': null, 'Age': null, 'gender': null, 'Blood Type': null}"
hidenori tabata,male,175.0,Fictional,Anime,Danshi Koukousei no Nichijou,"{'Birthday': null, 'Age': '15-16', 'gender': null, 'Blood Type': null}"
yoshitake tanaka,male,172.0,Fictional,Anime,Danshi Koukousei no Nichijou,"{'Birthday': null, 'Age': '15-16', 'gender': null, 'Blood Type': null}"
vash the stampede,male,180.0,Fictional,Anime,TRIGUN,"{'Birthday': 'Jul 21, 2455', 'Age': null, 'gender': null, 'Blood Type': null}"
zeus,male,232.0,Fictional,Anime,ONE PIECE FILM RED,"{'Birthday': 'Jun 26', 'Age': null, 'gender': null, 'Blood Type': null}"
aries spring,unknown,162.0,Fictional,Anime,Kanata no Astra,"{'Birthday': 'Apr 20', 'Age': '17', 'gender': null, 'Blood Type': 'O'}"
gueldre poizot,male,194.0,Fictional,Anime,Black Clover,"{'Birthday': 'Dec 5', 'Age': '28', 'gender': null, 'Blood Type': 'B'}"
heath grice,male,187.0,Fictional,Anime,Black Clover,"{'Birthday': 'Nov 14', 'Age': '31', 'gender': null, 'Blood Type': 'A'}"
revchi salik,male,176.0,Fictional,Anime,Black Clover,"{'Birthday': 'Jan 16', 'Age': '32', 'gender': null, 'Blood Type': 'O'}"
rades spirito,male,174.0,Fictional,Anime,Black Clover,"{'Birthday': 'Oct 17', 'Age': '21', 'gender': null, 'Blood Type': 'A'}"
lotus whomalt,male,184.0,Fictional,Anime,Black Clover,"{'Birthday': 'Dec 1', 'Age': '36', 'gender': null, 'Blood Type': 'O'}"
fanzell kruger,male,178.0,Fictional,Anime,Black Clover,"{'Birthday': 'Oct 7', 'Age': '28', 'gender': null, 'Blood Type': 'O'}"
kahono,female,157.0,Fictional,Anime,Black Clover,"{'Birthday': 'Nov 15', 'Age': '15', 'gender': null, 'Blood Type': 'A'}"
theresa rapual,female,162.0,Fictional,Anime,Black Clover,"{'Birthday': 'Mar 28', 'Age': '65', 'gender': null, 'Blood Type': 'O'}"
akihiko sanada,male,175.0,Fictional,Anime,PERSONA 3 THE MOVIE 4 Winter of Rebirth,"{'Birthday': 'Sep 22, 1991', 'Age': '17-18', 'gender': null, 'Blood Type': 'A'}"
seisyun ri,female,158.0,Fictional,Anime,Magi The labyrinth of magic,"{'Birthday': null, 'Age': '17-18', 'gender': null, 'Blood Type': null}"
misaki ayuzawa,female,165.0,Fictional,Anime,Kaichou wa Maidsama,"{'Birthday': 'Sep 29', 'Age': '16', 'gender': null, 'Blood Type': 'B'}"
satsuki hyoudou,male,158.0,Fictional,Anime,Kaichou wa Maidsama,"{'Birthday': 'Jan 27', 'Age': '30', 'gender': null, 'Blood Type': 'AB'}"
naoya shirokawa,male,180.0,Fictional,Anime,Kaichou wa Maidsama,"{'Birthday': null, 'Age': '17', 'gender': null, 'Blood Type': 'B'}"
ikuto sarashina,male,178.0,Fictional,Anime,Kaichou wa Maidsama,"{'Birthday': 'Dec 24', 'Age': '16', 'gender': null, 'Blood Type': 'A'}"
nagi sanzenin,male,138.0,Fictional,Anime,Tonikaku Kawaii,"{'Birthday': 'Dec 3', 'Age': '13', 'gender': null, 'Blood Type': 'AB'}"
kaien shiba,male,183.0,Fictional,Anime,BLEACH,"{'Birthday': 'Oct 27', 'Age': null, 'gender': null, 'Blood Type': null}"
nnoitra gilga,male,215.0,Fictional,Anime,BLEACH,"{'Birthday': 'Nov 11', 'Age': null, 'gender': null, 'Blood Type': null}"
grand fisher,male,342.0,Fictional,Anime,BLEACH,"{'Birthday': null, 'Age': null, 'gender': null, 'Blood Type': null}"
nomu (u.s.j.),male,195.0,Fictional,Anime,Boku no Hero Academia,"{'Birthday': null, 'Age': null, 'gender': null, 'Blood Type': null}"
mitsuya maeno,male,176.0,Fictional,Anime,Gekkan Shoujo Nozakikun,"{'Birthday': 'Aug 1', 'Age': '27', 'gender': null, 'Blood Type': 'B'}"
yukari miyako,female,164.0,Fictional,Anime,Gekkan Shoujo Nozakikun,"{'Birthday': 'Apr 18', 'Age': null, 'gender': null, 'Blood Type': 'O'}"
rikuo nura,male,148.0,Fictional,Anime,Nurarihyon no Mago Sennen Makyou,"{'Birthday': 'Sep 23', 'Age': '12-13', 'gender': null, 'Blood Type': null}"
gyuki,male,185.0,Fictional,Anime,Nurarihyon no Mago Sennen Makyou,"{'Birthday': 'Dec 6', 'Age': null, 'gender': null, 'Blood Type': null}"
aotabo,male,220.0,Fictional,Anime,Nurarihyon no Mago Sennen Makyou,"{'Birthday': 'Jul 23', 'Age': null, 'gender': null, 'Blood Type': null}"
kejourou,female,164.0,Fictional,Anime,Nurarihyon no Mago Sennen Makyou,"{'Birthday': 'Jul 19', 'Age': null, 'gender': null, 'Blood Type': null}"
kurotabou,male,195.0,Fictional,Anime,Nurarihyon no Mago Sennen Makyou,"{'Birthday': 'Dec 13', 'Age': null, 'gender': null, 'Blood Type': null}"
hagoromo gitsune,female,162.0,Fictional,Anime,Nurarihyon no Mago Sennen Makyou,"{'Birthday': 'Nov 16', 'Age': null, 'gender': null, 'Blood Type': null}"
gozumaru,male,162.0,Fictional,Anime,Nurarihyon no Mago Sennen Makyou,"{'Birthday': 'Jun 28', 'Age': null, 'gender': null, 'Blood Type': null}"
karasu tengu,male,38.0,Fictional,Anime,Nurarihyon no Mago Sennen Makyou,"{'Birthday': 'May 17', 'Age': null, 'gender': null, 'Blood Type': null}"
hihi,male,225.0,Fictional,Anime,Nurarihyon no Mago Sennen Makyou,"{'Birthday': 'Jul 8', 'Age': null, 'gender': null, 'Blood Type': null}"
gagoze,male,197.0,Fictional,Anime,Nurarihyon no Mago Sennen Makyou,"{'Birthday': 'Jan 19', 'Age': null, 'gender': null, 'Blood Type': null}"
hidemoto keikain,male,179.0,Fictional,Anime,Nurarihyon no Mago Sennen Makyou,"{'Birthday': null, 'Age': null, 'gender': null, 'Blood Type': null}"
ryuuji keikain,male,167.0,Fictional,Anime,Nurarihyon no Mago Sennen Makyou,"{'Birthday': 'Oct 24', 'Age': null, 'gender': null, 'Blood Type': null}"
akifusa keikain,male,172.0,Fictional,Anime,Nurarihyon no Mago Sennen Makyou,"{'Birthday': 'Sep 11', 'Age': null, 'gender': null, 'Blood Type': null}"
mamiru keikain,male,192.0,Fictional,Anime,Nurarihyon no Mago Sennen Makyou,"{'Birthday': 'Sep 14', 'Age': null, 'gender': null, 'Blood Type': null}"
masatsugu keikain,male,174.0,Fictional,Anime,Nurarihyon no Mago Sennen Makyou,"{'Birthday': 'Feb 10', 'Age': null, 'gender': null, 'Blood Type': null}"
jami,male,203.0,Fictional,Anime,Nurarihyon no Mago Sennen Makyou,"{'Birthday': 'Oct 27', 'Age': null, 'gender': null, 'Blood Type': null}"
