name,net_worth,gender,nationality,birthday,age,is_alive,death,birthDate,deathDate,category,height
chris colfer,8000000.0,male,us,1990-05-27,33.0,1.0,,,,'actor',179.0
chris cornell,60000000.0,male,us,1964-07-20,52.0,0.0,2017-05-17,,,'singer',190.0
chris cuomo,12000000.0,male,us,1970-08-09,52.0,1.0,,,,'lawyer',188.0
chris carter,200000000.0,male,us,1957-10-13,65.0,1.0,,,,'screenwriter',
chris de burgh,50000000.0,male,gb,1948-10-15,74.0,1.0,,,,'singer',168.00000000000003
chris d'elia,13000000.0,male,us,1980-03-29,43.0,1.0,,,,'actor',191.0
chris columbus,90000000.0,male,us,1958-09-10,64.0,1.0,,,,'screenwriter',174.0
chris diamantopoulos,2000000.0,male,ca,1975-05-09,48.0,1.0,,,,'actor',
chris cooper,10000000.0,male,us,1951-07-09,71.0,1.0,,,,'actor',178.0
chris eubank,500000.0,male,gb,1966-08-08,56.0,1.0,,,,'professional_boxer',178.0
chris farley,5000000.0,male,us,1964-02-15,33.0,0.0,1997-12-18,,,'actor',173.0
chris gauthier,400000.0,male,gb,1976-01-27,47.0,1.0,,,,'actor',
chris elliott,10000000.0,male,us,1960-05-31,63.0,1.0,,,,'comedian',183.0
chris evans,80000000.0,male,us,1981-06-13,42.0,1.0,,,,'actor',184.0
chris harrison,25000000.0,male,us,1971-07-26,51.0,1.0,,,,'presenter',178.0
chris hemsworth,130000000.0,male,au,1983-08-11,39.0,1.0,,,,'actor',190.0
chris hardwick,25000000.0,male,us,1971-11-23,51.0,1.0,,,,'actor',178.0
chris janson,6000000.0,,,,,,,,,nan,
chris jericho,18000000.0,male,us,1970-11-09,52.0,1.0,,,,'wrestler',183.0
chris lowell,700000.0,male,us,1984-10-17,38.0,1.0,,,,'actor',
chris isaak,21000000.0,male,us,1956-06-26,67.0,1.0,,,,'actor',184.0
chris martin,130000000.0,male,gb,1977-03-02,46.0,1.0,,,,'singer',186.0
chris messina,4000000.0,male,us,1974-08-11,48.0,1.0,,,,'actor',175.0
chris klein,3000000.0,male,us,1979-03-14,44.0,1.0,,,,'actor',185.0
chris lemmon,10000000.0,male,us,1954-06-22,69.0,1.0,,,,'actor',
chris owen,300000.0,male,us,1980-09-25,42.0,1.0,,,,'actor',178.0
chris moyles,20000000.0,male,gb,1974-02-22,49.0,1.0,,,,'author',175.0
chris packham,4000000.0,male,gb,1961-05-04,62.0,1.0,,,,'naturalist',183.0
chris parnell,7000000.0,male,us,1967-02-05,56.0,1.0,,,,'actor',173.0
chris noth,20000000.0,male,us,1954-11-13,68.0,1.0,,,,'actor',185.0
chris o'donnell,25000000.0,male,us,1970-06-26,53.0,1.0,,,,'model',178.0
chris o'dowd,6000000.0,male,ie,1979-10-09,43.0,1.0,,,,'actor',191.0
chris penn,5000000.0,male,us,1965-10-10,40.0,0.0,2006-01-24,,,'actor',178.0
chris pratt,60000000.0,male,us,1979-06-21,44.0,1.0,,,,'actor',188.0
chris paul,130000000.0,male,us,1985-05-06,38.0,1.0,,,,'basketball_player',183.0
chris rea,8000000.0,male,gb,1951-03-04,72.0,1.0,,,,'singer',172.0
chris rock,60000000.0,male,us,1965-02-07,58.0,1.0,,,,'comedian',178.0
chris sarandon,5000000.0,male,us,1942-07-24,80.0,1.0,,,,'actor',185.0
chris pine,30000000.0,male,us,1980-08-26,42.0,1.0,,,,'actor',183.0
chris young,4000000.0,male,us,1985-06-12,38.0,1.0,,,,'singer-songwriter',193.00000000000003
chris zylka,4000000.0,male,us,1985-05-09,38.0,1.0,,,,'actor',185.0
chrissy metz,7000000.0,,,,,,,,,nan,
chris tucker,5000000.0,male,us,1971-08-31,51.0,1.0,,,,'comedian',183.0
christa miller,200000000.0,female,us,1964-05-29,59.0,1.0,,,,'actor',173.0
chrishell stause,5000000.0,,,,,,,,,nan,
christa b. allen,3000000.0,female,us,1991-11-11,31.0,1.0,,,,'actor',165.0
christian bale,120000000.0,male,gb,1974-01-30,49.0,1.0,,,,'actor',183.0
christian eriksen,5000000.0,male,dk,1992-02-14,31.0,1.0,,,,'football_player',177.0
shawn christian,4000000.0,male,us,1965-12-18,57.0,1.0,,,,'actor',182.0
christian keyes,1500000.0,male,us,1975-07-24,47.0,1.0,,,,'actor',191.0
christian slater,30000000.0,male,us,1969-08-18,53.0,1.0,,,,'actor',174.0
christian kane,6000000.0,male,us,1972-06-27,51.0,1.0,,,,'actor',174.0
christian serratos,2000000.0,female,us,1990-09-21,32.0,1.0,,,,'actor',170.00000000000003
christie brinkley,100000000.0,female,us,1954-02-02,69.0,1.0,,,,'supermodel',175.0
christian pulisic,10000000.0,,,,,,,,,nan,
christina applegate,25000000.0,female,us,1971-11-25,51.0,1.0,,,,'actor',165.0
christina aguilera,160000000.0,female,us,1980-12-18,42.0,1.0,,,,'record_producer',157.0
christina hendricks,10000000.0,female,us,1975-05-03,48.0,1.0,,,,'actor',171.0
christina milian,6000000.0,female,us,1981-09-26,41.0,1.0,,,,'record_producer',157.0
christina perri,4000000.0,female,us,1986-08-19,36.0,1.0,,,,'guitarist',167.0
christina ricci,18000000.0,female,us,1980-02-12,43.0,1.0,,,,'actor',155.0
christine baranski,14000000.0,female,us,1952-05-02,71.0,1.0,,,,'actor',177.0
christine lahti,2000000.0,female,us,1950-04-04,73.0,1.0,,,,'film_director',178.0
christine taylor,50000000.0,female,us,1971-07-30,51.0,1.0,,,,'actor',169.0
christoph waltz,30000000.0,male,de,1956-10-04,66.0,1.0,,,,'actor',170.00000000000003
christopher abbott,2000000.0,male,us,,,,,,,'actor',
christopher atkins,2000000.0,male,us,1961-02-21,62.0,1.0,,,,'actor',179.0
christopher eccleston,6000000.0,male,gb,1964-02-16,59.0,1.0,,,,'actor',183.0
christopher gorham,5000000.0,male,us,1974-08-14,48.0,1.0,,,,'actor',182.0
christopher heyerdahl,4000000.0,,,,,,,,,nan,
christopher darden,2000000.0,male,us,1956-04-07,67.0,1.0,,,,'lawyer',
christopher guest,60000000.0,male,us,1948-02-05,75.0,1.0,,,,'screenwriter',180.0
christopher lee,25000000.0,male,gb,1922-05-27,101.0,1.0,,,,'actor',196.0
christopher lloyd,200000000.0,male,us,1960-06-18,63.0,1.0,,,,'screenwriter',
christopher masterson,10000000.0,male,us,1980-01-22,43.0,1.0,,,,'actor',178.0
christopher judge,3000000.0,male,us,1964-10-13,58.0,1.0,,,,'actor',191.0
christopher lambert,5000000.0,male,fr,1957-03-29,66.0,1.0,,,,'actor',180.0
christopher mintz-plasse,12000000.0,male,us,1989-06-20,34.0,1.0,,,,'actor',173.0
christopher nolan,250000000.0,male,us,1970-07-30,52.0,1.0,,,,'screenwriter',180.0
christopher mcdonald,4000000.0,male,us,1955-02-15,68.0,1.0,,,,'actor',191.0
christopher reeve,3000000.0,male,us,1952-09-25,52.0,0.0,2004-10-10,,,'actor',193.00000000000003
christopher meloni,30000000.0,male,us,1961-04-02,62.0,1.0,,,,'actor',183.0
christopher walken,50000000.0,male,us,1943-03-31,80.0,1.0,,,,'actor',183.0
christy carlson romano,3000000.0,female,us,1984-03-20,39.0,1.0,,,,'actor',170.00000000000003
christy turlington,40000000.0,female,us,1969-01-02,54.0,1.0,,,,'fashion_model',178.0
christopher plummer,20000000.0,male,ca,1929-12-13,93.0,1.0,,,,'voice_actor',179.0
chuck berry,10000000.0,male,us,1926-10-18,90.0,0.0,2017-03-18,,,'songwriter',187.0
chuck d,14000000.0,male,us,1960-08-01,62.0,1.0,,,,'record_producer',175.0
chuck norris,70000000.0,male,us,1940-03-10,83.0,1.0,,,,'actor',178.0
chuck liddell,14000000.0,male,us,1969-12-17,53.0,1.0,,,,'mixed_martial_artist',188.0
chuck woolery,10000000.0,male,us,1941-03-16,82.0,1.0,,,,'talk_show_host',188.0
chuck connors,5000000.0,male,us,1921-04-10,71.0,0.0,1992-11-10,,,'athlete',197.0
chunky pandey,20000000.0,male,in,1962-09-26,60.0,1.0,,,,'actor',
chuck palumbo,4000000.0,male,it,1971-06-15,52.0,1.0,,,,'wrestler',
chynna phillips,6000000.0,female,us,1968-02-12,55.0,1.0,,,,'singer',
chyler leigh,5000000.0,female,us,1982-04-10,41.0,1.0,,,,'actor',168.00000000000003
ciara,20000000.0,female,us,1985-10-25,37.0,1.0,,,,'record_producer',177.0
ciara bravo,2000000.0,female,us,1997-03-18,26.0,1.0,,,,'actor',151.0
cillian murphy,20000000.0,male,ie,1976-05-25,47.0,1.0,,,,'actor',175.0
cindy crawford,400000000.0,female,us,1966-02-20,57.0,1.0,,,,'supermodel',175.0
cindy margolis,10000000.0,female,us,1965-10-01,57.0,1.0,,,,'model',172.0
cindy morgan,500000.0,female,us,1954-09-29,68.0,1.0,,,,'actor',170.00000000000003
cicely tyson,10000000.0,female,us,1933-12-19,89.0,1.0,,,,'actor',161.0
cilla black,25000000.0,female,gb,1943-05-27,72.0,0.0,2015-08-01,,,'presenter',169.0
cindy williams,10000000.0,female,us,1947-08-22,75.0,1.0,,,,'actor',163.0
cj de mooi,5000000.0,male,gb,1969-11-06,53.0,1.0,,,,'presenter',
claudette ortiz,300000.0,female,us,1981-07-21,41.0,1.0,,,,'singer',
claire foy,4000000.0,,,,,,,,,nan,
claire coffee,4000000.0,female,us,1980-04-14,43.0,1.0,,,,'actor',163.0
claire holt,500000.0,female,au,1988-06-11,35.0,1.0,,,,'actor',169.0
claire danes,35000000.0,female,us,1979-04-12,44.0,1.0,,,,'actor',166.0
claire forlani,7000000.0,female,gb,1972-07-01,51.0,1.0,,,,'actor',165.0
clancy brown,3000000.0,male,us,1959-01-05,64.0,1.0,,,,'actor',192.0
claire richards,500000.0,female,gb,1977-08-17,45.0,1.0,,,,'singer',
clarence williams iii,2000000.0,male,us,1939-08-21,83.0,1.0,,,,'actor',
clark duke,4000000.0,male,us,1985-05-05,38.0,1.0,,,,'actor',166.0
clarence gilyard,5000000.0,male,us,1955-12-24,67.0,1.0,,,,'actor',175.0
clarke peters,1500000.0,male,us,1952-04-07,71.0,1.0,,,,'actor',
clark gable,100000000.0,male,us,1901-02-01,59.0,0.0,1960-11-16,,,'actor',185.0
clark gregg,10000000.0,male,us,1962-04-02,61.0,1.0,,,,'screenwriter',175.0
claudia cardinale,10000000.0,female,it,1938-04-15,85.0,1.0,,,,'actor',173.0
claude akins,2000000.0,male,us,1926-05-25,67.0,0.0,1994-01-27,,,'actor',185.0
claudia jordan,500000.0,female,us,1973-04-12,50.0,1.0,,,,'actor',173.0
claudia wells,1000000.0,female,us,1966-07-05,57.0,1.0,,,,'actor',162.0
claudia winkleman,12000000.0,female,gb,1972-01-15,51.0,1.0,,,,'presenter',165.0
claudia schiffer,60000000.0,female,de,1970-08-25,52.0,1.0,,,,'model',180.0
clay aiken,6000000.0,male,us,1978-11-30,44.0,1.0,,,,'singer',188.0
clayne crawford,4000000.0,male,us,1978-04-20,45.0,1.0,,,,'actor',183.0
clea duvall,1500000.0,female,us,1977-09-25,45.0,1.0,,,,'actor',165.0
cliff curtis,3000000.0,male,nz,1968-07-27,54.0,1.0,,,,'actor',
cleavon little,2000000.0,male,us,1939-06-01,53.0,0.0,1992-10-22,,,'actor',182.0
clemence poesy,7000000.0,female,fr,1982-10-30,40.0,1.0,,,,'model',170.00000000000003
cliff robertson,5000000.0,male,us,1923-09-09,88.0,0.0,2011-09-10,,,'actor',178.0
clint eastwood,375000000.0,male,us,1930-05-31,93.0,1.0,,,,'actor',193.00000000000003
clint howard,4000000.0,male,us,1959-04-20,64.0,1.0,,,,'actor',169.0
clint walker,4000000.0,male,us,1927-05-30,96.0,1.0,,,,'actor',198.0
cliff richard,110000000.0,male,bb,1940-10-14,82.0,1.0,,,,'actor',179.0
clive owen,30000000.0,male,gb,1964-10-03,58.0,1.0,,,,'actor',189.0
clint black,25000000.0,male,us,1962-02-04,61.0,1.0,,,,'record_producer',175.0
cloris leachman,10000000.0,female,us,1926-04-30,97.0,1.0,,,,'actor',166.0
clu gulager,10000000.0,male,us,1928-11-16,94.0,1.0,,,,'actor',
cm punk,8000000.0,male,us,1978-10-26,44.0,1.0,,,,'wrestler',188.0
cobie smulders,18000000.0,female,ca,1982-04-03,41.0,1.0,,,,'model',173.0
clive standen,3000000.0,male,gb,1981-07-22,41.0,1.0,,,,'actor',188.0
coco martin,20000000.0,male,ph,1981-11-01,41.0,1.0,,,,'actor',168.00000000000003
coco rocha,6000000.0,female,ca,1988-09-10,34.0,1.0,,,,'fashion_model',178.0
coby bell,2000000.0,male,us,1975-05-11,48.0,1.0,,,,'actor',191.0
cody simpson,5000000.0,male,au,1997-01-11,26.0,1.0,,,,'singer',180.0
colbie caillat,9000000.0,female,us,1985-05-28,38.0,1.0,,,,'singer',174.0
cody horn,3000000.0,female,us,1988-06-12,35.0,1.0,,,,'actor',179.0
cody rhodes,2000000.0,male,us,1985-06-30,38.0,1.0,,,,'wrestler',185.0
cole sprouse,8000000.0,male,us,1992-08-04,30.0,1.0,,,,'actor',162.0
cole hauser,7000000.0,male,us,1975-03-22,48.0,1.0,,,,'actor',185.0
colin baker,5000000.0,male,gb,1943-06-08,80.0,1.0,,,,'actor',183.0
coleen nolan,6000000.0,female,gb,1965-03-12,58.0,1.0,,,,'presenter',167.0
coleen rooney,19000000.0,female,gb,1986-04-03,37.0,1.0,,,,'fashion_model',160.0
colin egglesfield,3000000.0,male,us,1973-02-09,50.0,1.0,,,,'actor',183.0
colin farrell,80000000.0,male,ie,1976-05-31,47.0,1.0,,,,'actor',178.0
colin firth,25000000.0,male,gb,1960-09-10,62.0,1.0,,,,'actor',187.0
colin ford,400000.0,male,us,1996-09-12,26.0,1.0,,,,'actor',169.0
colin hanks,14000000.0,male,us,1977-11-24,45.0,1.0,,,,'actor',186.0
colin jost,6000000.0,male,us,1982-06-29,41.0,1.0,,,,'screenwriter',
colin ferguson,8000000.0,male,ca,1972-07-22,50.0,1.0,,,,'actor',181.0
colin mochrie,1000000.0,male,ca,1957-11-30,65.0,1.0,,,,'actor',188.0
colin morgan,4000000.0,male,gb,1986-01-01,37.0,1.0,,,,'actor',183.0
colin salmon,6000000.0,male,gb,1962-12-06,60.0,1.0,,,,'actor',193.00000000000003
colin kaepernick,20000000.0,male,us,1987-11-03,35.0,1.0,,,,'american_football_player',193.00000000000003
colleen ballinger,8000000.0,female,,,,,,,,'actor',
colm meaney,10000000.0,male,ie,1953-05-30,70.0,1.0,,,,'actor',180.0
colm feore,3000000.0,male,ca,1958-08-22,64.0,1.0,,,,'actor',182.0
conan o'brien,150000000.0,male,us,1963-04-18,60.0,1.0,,,,'talk_show_host',193.00000000000003
conchata ferrell,10000000.0,female,us,1943-03-28,80.0,1.0,,,,'actor',160.0
colton haynes,4000000.0,male,us,1988-07-13,34.0,1.0,,,,'model',174.0
columbus short,2000000.0,male,us,1982-09-19,40.0,1.0,,,,'actor',178.0
connie booth,2000000.0,female,us,1944-01-31,79.0,1.0,,,,'actor',168.00000000000003
common,45000000.0,male,us,1972-03-13,51.0,1.0,,,,'actor',184.0
connie francis,25000000.0,female,us,1938-12-12,84.0,1.0,,,,'singer',156.0
conleth hill,2000000.0,male,gb,1964-11-24,58.0,1.0,,,,'actor',171.0
connie britton,12000000.0,female,us,1967-03-06,56.0,1.0,,,,'actor',173.0
connie nielsen,8000000.0,female,dk,1965-07-03,58.0,1.0,,,,'actor',178.0
connie sellecca,500000.0,female,us,1955-05-25,68.0,1.0,,,,'actor',174.0
connie stevens,50000000.0,female,us,1938-08-08,84.0,1.0,,,,'entrepreneur',157.0
conor maynard,6000000.0,,,,,,,,,nan,
connor trinneer,2000000.0,male,us,1969-03-19,54.0,1.0,,,,'actor',180.0
conrad bain,2000000.0,male,us,1923-02-04,89.0,0.0,2013-01-14,,,'actor',178.0
conor mcgregor,120000000.0,male,ie,1988-07-14,34.0,1.0,,,,'mixed_martial_artist',175.0
constance marie,5000000.0,female,us,1965-09-09,57.0,1.0,,,,'actor',165.0
constance wu,6000000.0,female,us,1982-03-22,41.0,1.0,,,,'actor',
constance zimmer,6000000.0,female,us,1970-10-11,52.0,1.0,,,,'actor',168.00000000000003
constantine maroulis,750000.0,male,us,1975-09-17,47.0,1.0,,,,'singer',190.0
coolio,500000.0,male,us,1963-08-01,59.0,1.0,,,,'actor',173.0
corbin bleu,4000000.0,male,us,1989-02-21,34.0,1.0,,,,'actor',180.0
corey haim,5000.0,male,ca,1971-12-23,38.0,0.0,2010-03-10,,,'actor',173.0
corey hawkins,3000000.0,,,,,,,,,nan,
corey johnson,700000.0,male,us,1961-05-17,62.0,1.0,,,,'actor',180.0
corey stoll,3000000.0,male,us,1976-03-14,47.0,1.0,,,,'actor',187.0
corey taylor,10000000.0,male,us,1973-12-08,49.0,1.0,,,,'singer',170.00000000000003
corbin bernsen,16000000.0,male,us,1954-09-07,68.0,1.0,,,,'actor',180.0
corin nemec,1500000.0,male,us,1971-11-05,51.0,1.0,,,,'actor',185.0
corey feldman,1000000.0,male,us,1971-07-16,51.0,1.0,,,,'actor',174.0
corinna kopf,2000000.0,,,,,,,,,nan,
cory monteith,2000000.0,male,ca,1982-05-11,31.0,0.0,2013-07-13,,,'musician',192.0
cote de pablo,6000000.0,female,us,1979-11-12,43.0,1.0,,,,'actor',169.0
countess vaughn,900000.0,female,us,1978-08-08,44.0,1.0,,,,'actor',149.0
cory booker,3000000.0,male,us,1969-04-27,54.0,1.0,,,,'politician',
courteney cox,150000000.0,female,us,1964-06-15,59.0,1.0,,,,'actor',165.0
courtney b. vance,25000000.0,male,us,1960-03-12,63.0,1.0,,,,'actor',
courtney gains,3000000.0,male,us,1965-08-22,57.0,1.0,,,,'actor',
courtney hansen,4000000.0,female,us,1974-10-02,48.0,1.0,,,,'author',175.0
courtney henggeler,1000000.0,female,us,1981-01-17,42.0,1.0,,,,'actor',175.0
courtney hope,4000000.0,female,us,1989-08-15,33.0,1.0,,,,'actor',
courtney love,100000000.0,female,us,1964-07-09,58.0,1.0,,,,'musician',178.0
courtney halverson,500000.0,female,us,1989-06-14,34.0,1.0,,,,'actor',
cowboy troy,8000000.0,male,us,1970-12-18,52.0,1.0,,,,'singer',196.0
craig bellamy,25000000.0,male,gb,1979-07-13,43.0,1.0,,,,'soccer_player',175.0
courtney thorne-smith,10000000.0,female,us,1967-11-08,55.0,1.0,,,,'actor',168.00000000000003
craig charles,2500000.0,male,gb,1964-07-11,58.0,1.0,,,,'presenter',170.00000000000003
craig david,18000000.0,male,gb,1981-05-05,42.0,1.0,,,,'singer-songwriter',185.0
craig bierko,3000000.0,male,us,1964-08-18,58.0,1.0,,,,'actor',189.0
craig roberts,3000000.0,male,gb,1991-01-21,32.0,1.0,,,,'actor',173.0
craig fairbrass,8000000.0,male,gb,1964-05-06,59.0,1.0,,,,'actor',190.0
craig ferguson,30000000.0,male,us,1962-05-17,61.0,1.0,,,,'talk_show_host',188.0
craig robinson,6000000.0,male,us,1971-10-25,51.0,1.0,,,,'actor',187.0
craig sheffer,1000000.0,male,us,1960-04-23,63.0,1.0,,,,'actor',188.0
craig kilborn,7000000.0,male,us,1962-08-24,60.0,1.0,,,,'comedian',196.0
craig t. nelson,50000000.0,male,us,1944-04-04,79.0,1.0,,,,'actor',192.0
cris judd,1000000.0,male,us,1969-08-15,53.0,1.0,,,,'actor',177.0
crispin glover,3500000.0,male,us,1964-04-20,59.0,1.0,,,,'actor',185.0
cristiano ronaldo,500000000.0,male,pt,1985-02-05,38.0,1.0,,,,'football_player',185.0
cristiano ronaldo,500000000.0,male,pt,1985-02-05,38.0,1.0,,,,'football_player',185.0
cristin milioti,4000000.0,female,us,1985-08-16,37.0,1.0,,,,'actor',
criss angel,50000000.0,male,us,1967-12-19,55.0,1.0,,,,'musician',183.0
crystal bernard,5000000.0,female,us,1961-09-30,61.0,1.0,,,,'actor',160.0
cristine rose,1000000.0,female,us,1951-01-31,72.0,1.0,,,,'actor',165.0
crystal renn,6000000.0,female,us,1986-06-18,37.0,1.0,,,,'fashion_model',175.0
cuba gooding jr,14000000.0,male,us,1968-01-02,55.0,1.0,,,,'actor',178.0
cung le,4000000.0,male,us,1972-05-25,51.0,1.0,,,,'mixed_martial_artist',180.0
curly howard,10000000.0,male,us,1903-10-22,48.0,0.0,1952-01-18,,,'comedian',165.0
crystal reed,3000000.0,female,us,1985-02-06,38.0,1.0,,,,'actor',173.0
curt smith,20000000.0,male,,1961-06-24,62.0,1.0,,,,'songwriter',
curtis stone,16000000.0,male,au,1975-11-04,47.0,1.0,,,,'chef',193.00000000000003
curtis armstrong,2500000.0,male,us,1953-11-27,69.0,1.0,,,,'actor',
cyndi lauper,50000000.0,female,us,1953-06-22,70.0,1.0,,,,'singer',160.0
cynthia bailey,2500000.0,female,us,,,,,,,'fashion_model',
cybill shepherd,40000000.0,female,us,1950-02-18,73.0,1.0,,,,'singer',173.0
cynthia erivo,3000000.0,,,,,,,,,nan,
cynthia gibb,3000000.0,female,us,1963-12-14,59.0,1.0,,,,'actor',162.0
cynthia nixon,25000000.0,female,us,1966-04-09,57.0,1.0,,,,'actor',170.00000000000003
cynthia rhodes,9000000.0,female,us,1956-11-21,66.0,1.0,,,,'singer',170.00000000000003
cynthia geary,2000000.0,female,us,1965-03-21,58.0,1.0,,,,'actor',171.0
cynthia watros,1500000.0,female,us,1968-09-02,54.0,1.0,,,,'actor',170.00000000000003
da brat,100000.0,female,us,1974-04-14,49.0,1.0,,,,'actor',163.0
dabbs greer,2000000.0,male,us,1917-04-02,90.0,0.0,2007-04-28,,,'actor',
d.j. cotrona,4000000.0,male,us,1980-05-23,43.0,1.0,,,,'actor',171.0
d'angelo,2000000.0,male,us,1974-02-11,49.0,1.0,,,,'singer',168.00000000000003
dababy,3000000.0,,,,,,,,,nan,
dabney coleman,5000000.0,male,us,1932-01-03,91.0,1.0,,,,'actor',185.0
daddy yankee,40000000.0,male,pr,1977-02-03,46.0,1.0,,,,'singer',170.00000000000003
daesung,10000000.0,male,kr,1989-04-26,34.0,1.0,,,,'actor',178.0
dacre montgomery,2000000.0,,,,,,,,,nan,
daeg faerch,400000.0,male,,1995-09-27,27.0,1.0,,,,'actor',
daisy fuentes,75000000.0,female,us,1966-11-17,56.0,1.0,,,,'model',175.0
daisy ridley,9000000.0,female,gb,,,,,,,'actor',170.00000000000003
daisy lowe,6000000.0,female,gb,1989-01-27,34.0,1.0,,,,'fashion_model',178.0
dakota johnson,14000000.0,female,us,1989-10-04,33.0,1.0,,,,'actor',
dakota fanning,12000000.0,female,us,1994-02-23,29.0,1.0,,,,'actor',163.0
dale robertson,5000000.0,male,us,1923-07-14,89.0,0.0,2013-02-27,,,'actor',
damaris lewis,4000000.0,,,,,,,,,nan,
dale midkiff,1000000.0,,,,,,,,,nan,
damian lillard,70000000.0,male,us,1990-07-15,32.0,1.0,,,,'basketball_player',191.0
damian marley,20000000.0,male,jm,1978-07-21,44.0,1.0,,,,'musician',178.0
dallas roberts,2000000.0,male,us,1970-05-10,53.0,1.0,,,,'actor',177.0
damian lewis,14000000.0,male,gb,1971-02-11,52.0,1.0,,,,'actor',185.0
damon albarn,40000000.0,male,gb,1968-03-23,55.0,1.0,,,,'singer',183.0
damien dante wayans,2000000.0,male,us,1980-04-15,43.0,1.0,,,,'screenwriter',
damon wayans,35000000.0,male,us,1960-09-04,62.0,1.0,,,,'comedian',188.0
damon wayans jr,9000000.0,male,us,1982-11-18,40.0,1.0,,,,'comedian',185.0
damon dash,10000.0,male,us,1971-05-03,52.0,1.0,,,,'entrepreneur',178.0
dan aykroyd,200000000.0,male,ca,1952-07-01,71.0,1.0,,,,'comedian',185.0
dan bilzerian,200000000.0,male,us,,,,,,,'actor',
dan blocker,5000000.0,male,us,1928-12-10,43.0,0.0,1972-05-13,,,'actor',193.00000000000003
dan bucatinsky,4000000.0,male,us,1965-09-22,57.0,1.0,,,,'actor',
dan castellaneta,85000000.0,male,us,1957-10-29,65.0,1.0,,,,'comedian',178.0
dan cortese,2500000.0,male,us,1967-09-14,55.0,1.0,,,,'vj',182.0
dan fogler,4000000.0,male,us,1976-10-20,46.0,1.0,,,,'actor',170.00000000000003
dan haggerty,2500000.0,male,us,1941-11-19,81.0,1.0,,,,'actor',185.0
dan lauria,4000000.0,male,us,1947-04-12,76.0,1.0,,,,'actor',180.0
dan hedaya,5000000.0,male,us,1940-07-24,82.0,1.0,,,,'actor',175.0
dan hedaya,5000000.0,male,us,1940-07-24,82.0,1.0,,,,'actor',175.0
dan reynolds,40000000.0,,,,,,,,,nan,
dan levy,14000000.0,male,us,1983-08-09,39.0,1.0,,,,'comedian',
dan marino,50000000.0,male,us,1961-09-15,61.0,1.0,,,,'american_football_player',193.00000000000003
dan rather,70000000.0,male,us,1931-10-31,91.0,1.0,,,,'journalist',178.0
dan schneider,40000000.0,male,us,1966-01-14,57.0,1.0,,,,'screenwriter',182.0
sheridan smith,20000000.0,female,gb,1981-06-25,42.0,1.0,,,,'actor',157.0
sheridan smith,20000000.0,female,gb,1981-06-25,42.0,1.0,,,,'actor',157.0
dana barron,500000.0,female,us,1966-04-22,57.0,1.0,,,,'actor',160.0
dan stevens,4000000.0,male,gb,1982-10-10,40.0,1.0,,,,'actor',183.0
dana carvey,20000000.0,male,us,1955-06-02,68.0,1.0,,,,'comedian',173.0
dana davis,500000.0,female,us,1978-10-04,44.0,1.0,,,,'actor',154.0
dana delany,10000000.0,female,us,1956-03-13,67.0,1.0,,,,'actor',167.0
