name,gender,occupation,height,details
david copperfield,male,"{""magician"", ""actor""}",182.0,"{""net_worth"": 1000000000.0, ""birthday"": ""1956-09-16"", ""age"": 66.0, ""is_alive"": 1.0, ""death"": null}"
david caruso,male,"{""actor"", ""film_producer""}",183.0,"{""net_worth"": 35000000.0, ""birthday"": ""1956-01-07"", ""age"": 67.0, ""is_alive"": 1.0, ""death"": null}"
david cronenberg,male,"{""film_director"", ""actor"", ""cinematographer"", ""film_editor"", ""television_editor"", ""film_producer"", ""screenwriter"", ""television_director""}",175.0,"{""net_worth"": 15000000.0, ""birthday"": ""1943-03-15"", ""age"": 80.0, ""is_alive"": 1.0, ""death"": null}"
david de gea,male,"{""football_player""}",191.0,"{""net_worth"": 75000000.0, ""birthday"": ""1990-11-07"", ""age"": 32.0, ""is_alive"": 1.0, ""death"": null}"
david denman,male,"{""actor""}",193.0,"{""net_worth"": 3000000.0, ""birthday"": ""1973-07-25"", ""age"": 49.0, ""is_alive"": 1.0, ""death"": null}"
david duchovny,male,"{""actor"", ""screenwriter"", ""television_director"", ""television_producer"", ""voice_actor""}",184.0,"{""net_worth"": 80000000.0, ""birthday"": ""1960-08-07"", ""age"": 62.0, ""is_alive"": 1.0, ""death"": null}"
david cross,male,"{""actor"", ""screenwriter"", ""television_producer"", ""presenter"", ""voice_actor"", ""film_producer"", ""comedian"", ""singer"", ""film_director"", ""stand-up_comedian""}",175.0,"{""net_worth"": 12000000.0, ""birthday"": ""1964-04-04"", ""age"": 59.0, ""is_alive"": 1.0, ""death"": null}"
david eigenberg,male,"{""actor""}",172.0,"{""net_worth"": 6000000.0, ""birthday"": ""1964-05-17"", ""age"": 59.0, ""is_alive"": 1.0, ""death"": null}"
david fincher,male,"{""film_director"", ""film_producer"", ""music_video_director"", ""television_producer"", ""actor"", ""television_director"", ""screenwriter""}",184.0,"{""net_worth"": 75000000.0, ""birthday"": ""1962-08-28"", ""age"": 60.0, ""is_alive"": 1.0, ""death"": null}"
david gandy,male,"{""model"", ""supermodel""}",188.0,"{""net_worth"": 16000000.0, ""birthday"": ""1980-02-19"", ""age"": 43.0, ""is_alive"": 1.0, ""death"": null}"
david faustino,male,"{""actor"", ""rapper"", ""voice_actor""}",160.0,"{""net_worth"": 6000000.0, ""birthday"": ""1974-03-03"", ""age"": 49.0, ""is_alive"": 1.0, ""death"": null}"
david frost,male,"{""journalist"", ""film_producer"", ""screenwriter"", ""tv_personality"", ""comedian"", ""television_producer"", ""actor"", ""writer"", ""presenter""}",182.0,"{""net_worth"": 100000000.0, ""birthday"": ""1939-04-07"", ""age"": 74.0, ""is_alive"": 0.0, ""death"": ""2013-08-31""}"
david gallagher,male,"{""actor"", ""film_producer"", ""voice_actor""}",179.0,"{""net_worth"": 3000000.0, ""birthday"": ""1985-02-09"", ""age"": 38.0, ""is_alive"": 1.0, ""death"": null}"
david gilmour,male,"{""record_producer"", ""musician"", ""singer-songwriter"", ""multi-instrumentalist"", ""guitarist"", ""music_programmer"", ""film_score_composer""}",183.0,"{""net_worth"": 180000000.0, ""birthday"": ""1946-03-06"", ""age"": 77.0, ""is_alive"": 1.0, ""death"": null}"
david giuntoli,male,"{""actor""}",180.0,"{""net_worth"": 3000000.0, ""birthday"": ""1980-06-18"", ""age"": 43.0, ""is_alive"": 1.0, ""death"": null}"
david harewood,male,"{""actor"", ""voice_actor""}",183.0,"{""net_worth"": 5000000.0, ""birthday"": ""1965-12-08"", ""age"": 57.0, ""is_alive"": 1.0, ""death"": null}"
david guetta,male,"{""disc_jockey"", ""record_producer"", ""songwriter"", ""remixer"", ""composer""}",176.0,"{""net_worth"": 85000000.0, ""birthday"": ""1967-11-07"", ""age"": 55.0, ""is_alive"": 1.0, ""death"": null}"
david hasselhoff,male,"{""singer"", ""businessperson"", ""actor"", ""film_producer"", ""television_producer""}",193.0,"{""net_worth"": 10000000.0, ""birthday"": ""1952-07-17"", ""age"": 70.0, ""is_alive"": 1.0, ""death"": null}"
david hewlett,male,"{""actor"", ""screenwriter"", ""film_director"", ""businessperson""}",179.0,"{""net_worth"": 2000000.0, ""birthday"": ""1968-04-18"", ""age"": 55.0, ""is_alive"": 1.0, ""death"": null}"
david henrie,male,"{""actor"", ""screenwriter"", ""musician"", ""film_producer"", ""rally_driver"", ""television_director""}",180.0,"{""net_worth"": 3000000.0, ""birthday"": ""1989-07-11"", ""age"": 33.0, ""is_alive"": 1.0, ""death"": null}"
david haye,male,"{""professional_boxer""}",191.0,"{""net_worth"": 20000000.0, ""birthday"": ""1980-10-13"", ""age"": 42.0, ""is_alive"": 1.0, ""death"": null}"
david hedison,male,"{""actor""}",184.0,"{""net_worth"": 1000000.0, ""birthday"": ""1927-05-20"", ""age"": 96.0, ""is_alive"": 1.0, ""death"": null}"
david hyde pierce,male,"{""actor"", ""comedian"", ""voice_actor""}",176.0,"{""net_worth"": 40000000.0, ""birthday"": ""1959-04-03"", ""age"": 64.0, ""is_alive"": 1.0, ""death"": null}"
david james elliott,male,"{""actor""}",193.0,"{""net_worth"": 15000000.0, ""birthday"": ""1960-09-21"", ""age"": 62.0, ""is_alive"": 1.0, ""death"": null}"
david jason,male,"{""actor"", ""voice_actor"", ""television_producer""}",168.0,"{""net_worth"": 10000000.0, ""birthday"": ""1940-02-02"", ""age"": 83.0, ""is_alive"": 1.0, ""death"": null}"
david koechner,male,"{""comedian"", ""actor"", ""screenwriter"", ""musician"", ""television_producer""}",188.0,"{""net_worth"": 5000000.0, ""birthday"": ""1962-08-24"", ""age"": 60.0, ""is_alive"": 1.0, ""death"": null}"
david krumholtz,male,"{""actor"", ""film_producer""}",168.0,"{""net_worth"": 8000000.0, ""birthday"": ""1978-05-15"", ""age"": 45.0, ""is_alive"": 1.0, ""death"": null}"
david lee roth,male,"{""singer"", ""musician"", ""singer-songwriter"", ""author"", ""guitarist"", ""record_producer"", ""paramedic"", ""songwriter"", ""actor"", ""radio_personality""}",183.0,"{""net_worth"": 60000000.0, ""birthday"": ""1954-10-10"", ""age"": 68.0, ""is_alive"": 1.0, ""death"": null}"
david james elliott,male,"{""actor""}",193.0,"{""net_worth"": 15000000.0, ""birthday"": ""1960-09-21"", ""age"": 62.0, ""is_alive"": 1.0, ""death"": null}"
david keith,male,"{""actor"", ""film_director"", ""film_score_composer""}",183.0,"{""net_worth"": 1500000.0, ""birthday"": ""1954-05-08"", ""age"": 69.0, ""is_alive"": 1.0, ""death"": null}"
david letterman,male,"{""announcer"", ""actor"", ""comedian"", ""presenter"", ""television_producer"", ""screenwriter"", ""talk_show_host"", ""film_producer"", ""voice_actor""}",188.0,"{""net_worth"": 400000000.0, ""birthday"": ""1947-04-12"", ""age"": 76.0, ""is_alive"": 1.0, ""death"": null}"
david mccallum,male,"{""actor"", ""singer"", ""musician""}",173.0,"{""net_worth"": 10000000.0, ""birthday"": ""1933-09-19"", ""age"": 89.0, ""is_alive"": 1.0, ""death"": null}"
david miscavige,male,"{""photographer""}",165.0,"{""net_worth"": 1000000.0, ""birthday"": ""1960-04-30"", ""age"": 63.0, ""is_alive"": 1.0, ""death"": null}"
david lynch,male,"{""film_director"", ""film_producer"", ""actor"", ""screenwriter"", ""film_editor"", ""painter"", ""musician"", ""television_producer"", ""television_director"", ""film_score_composer""}",180.0,"{""net_worth"": 60000000.0, ""birthday"": ""1946-01-20"", ""age"": 77.0, ""is_alive"": 1.0, ""death"": null}"
david marciano,male,"{""actor""}",183.0,"{""net_worth"": 3000000.0, ""birthday"": ""1960-01-07"", ""age"": 63.0, ""is_alive"": 1.0, ""death"": null}"
david morse,male,"{""actor"", ""singer"", ""television_director"", ""screenwriter"", ""film_producer""}",193.0,"{""net_worth"": 3000000.0, ""birthday"": ""1953-10-11"", ""age"": 69.0, ""is_alive"": 1.0, ""death"": null}"
david niven,male,"{""actor"", ""novelist"", ""television_producer""}",183.0,"{""net_worth"": 100000000.0, ""birthday"": ""1910-03-01"", ""age"": 73.0, ""is_alive"": 0.0, ""death"": ""1983-07-29""}"
david ogden stiers,male,"{""actor"", ""voice_actor"", ""musician"", ""television_director"", ""conductor""}",193.0,"{""net_worth"": 8000000.0, ""birthday"": ""1942-10-31"", ""age"": 80.0, ""is_alive"": 1.0, ""death"": null}"
david oyelowo,male,"{""actor"", ""voice_actor"", ""film_producer""}",178.0,"{""net_worth"": 6000000.0, ""birthday"": ""1976-04-01"", ""age"": 47.0, ""is_alive"": 1.0, ""death"": null}"
david price,male,"{""baseball_player""}",198.0,"{""net_worth"": 85000000.0, ""birthday"": ""1985-08-26"", ""age"": 37.0, ""is_alive"": 1.0, ""death"": null}"
david o'hara,male,"{""actor""}",178.0,"{""net_worth"": 30800000.0, ""birthday"": ""1965-07-09"", ""age"": 57.0, ""is_alive"": 1.0, ""death"": null}"
david patrick kelly,male,"{""actor"", ""musician"", ""composer"", ""martial_artist""}",168.0,"{""net_worth"": 800000.0, ""birthday"": ""1951-01-23"", ""age"": 72.0, ""is_alive"": 1.0, ""death"": null}"
david prowse,male,"{""actor"", ""weightlifter"", ""bodybuilder""}",196.0,"{""net_worth"": 3000000.0, ""birthday"": ""1935-07-01"", ""age"": 85.0, ""is_alive"": 0.0, ""death"": ""2020-11-28""}"
david schwimmer,male,"{""television_director"", ""actor"", ""film_director"", ""film_producer"", ""theatre_director"", ""voice_actor""}",185.0,"{""net_worth"": 100000000.0, ""birthday"": ""1966-11-02"", ""age"": 56.0, ""is_alive"": 1.0, ""death"": null}"
david selby,male,"{""actor"", ""writer"", ""voice_actor""}",190.0,"{""net_worth"": 4000000.0, ""birthday"": ""1941-02-05"", ""age"": 82.0, ""is_alive"": 1.0, ""death"": null}"
david rasche,male,"{""actor"", ""teacher"", ""writer"", ""voice_actor""}",183.0,"{""net_worth"": 3000000.0, ""birthday"": ""1944-08-07"", ""age"": 78.0, ""is_alive"": 1.0, ""death"": null}"
david soul,male,"{""singer"", ""actor"", ""film_producer"", ""television_director""}",185.0,"{""net_worth"": 1000000.0, ""birthday"": ""1943-08-28"", ""age"": 79.0, ""is_alive"": 1.0, ""death"": null}"
david spade,male,"{""comedian"", ""actor"", ""voice_actor"", ""television_producer"", ""screenwriter"", ""film_producer"", ""television_presenter""}",170.0,"{""net_worth"": 60000000.0, ""birthday"": ""1964-07-22"", ""age"": 58.0, ""is_alive"": 1.0, ""death"": null}"
david strathairn,male,"{""actor""}",183.0,"{""net_worth"": 8000000.0, ""birthday"": ""1949-01-26"", ""age"": 74.0, ""is_alive"": 1.0, ""death"": null}"
david suchet,male,"{""actor"", ""television_producer""}",170.0,"{""net_worth"": 15000000.0, ""birthday"": ""1946-05-02"", ""age"": 77.0, ""is_alive"": 1.0, ""death"": null}"
david silva,male,"{""football_player""}",173.0,"{""net_worth"": 55000000.0, ""birthday"": ""1986-01-08"", ""age"": 37.0, ""is_alive"": 1.0, ""death"": null}"
david tennant,male,"{""actor"", ""voice_actor""}",185.0,"{""net_worth"": 7000000.0, ""birthday"": ""1971-04-18"", ""age"": 52.0, ""is_alive"": 1.0, ""death"": null}"
david thewlis,male,"{""actor"", ""author"", ""film_director"", ""screenwriter"", ""voice_actor""}",189.0,"{""net_worth"": 800000.0, ""birthday"": ""1963-03-20"", ""age"": 60.0, ""is_alive"": 1.0, ""death"": null}"
david walton,male,"{""actor"", ""film_producer""}",193.0,"{""net_worth"": 3000000.0, ""birthday"": ""1978-10-27"", ""age"": 44.0, ""is_alive"": 1.0, ""death"": null}"
david warner,male,"{""actor"", ""voice_actor""}",188.0,"{""net_worth"": 8000000.0, ""birthday"": ""1941-07-29"", ""age"": 81.0, ""is_alive"": 1.0, ""death"": null}"
davina mccall,female,"{""presenter"", ""actor"", ""broadcaster""}",170.0,"{""net_worth"": 4000000.0, ""birthday"": ""1967-10-16"", ""age"": 55.0, ""is_alive"": 1.0, ""death"": null}"
davy jones,male,"{""singer"", ""actor"", ""songwriter"", ""musician"", ""record_producer"", ""businessperson""}",160.0,"{""net_worth"": 5000000.0, ""birthday"": ""1945-12-30"", ""age"": 77.0, ""is_alive"": 1.0, ""death"": null}"
david walliams,male,"{""comedian"", ""actor"", ""screenwriter"", ""author"", ""presenter"", ""television_producer""}",190.0,"{""net_worth"": 25000000.0, ""birthday"": ""1971-08-20"", ""age"": 51.0, ""is_alive"": 1.0, ""death"": null}"
david wenham,male,"{""actor"", ""voice_actor"", ""film_producer""}",183.0,"{""net_worth"": 3000000.0, ""birthday"": ""1965-09-21"", ""age"": 57.0, ""is_alive"": 1.0, ""death"": null}"
david zayas,male,"{""actor"", ""police_officer""}",183.0,"{""net_worth"": 4000000.0, ""birthday"": ""1962-08-15"", ""age"": 60.0, ""is_alive"": 1.0, ""death"": null}"
dawn wells,female,"{""actor"", ""entrepreneur""}",163.0,"{""net_worth"": 50000.0, ""birthday"": ""1938-10-18"", ""age"": 84.0, ""is_alive"": 1.0, ""death"": null}"
dawn french,female,"{""actor"", ""comedian"", ""screenwriter"", ""television_producer"", ""voice_actor""}",152.0,"{""net_worth"": 10000000.0, ""birthday"": ""1957-10-11"", ""age"": 65.0, ""is_alive"": 1.0, ""death"": null}"
dawnn lewis,female,"{""actor"", ""singer""}",170.0,"{""net_worth"": 4000000.0, ""birthday"": ""1961-08-13"", ""age"": 61.0, ""is_alive"": 1.0, ""death"": null}"
dax shepard,male,"{""actor"", ""comedian"", ""screenwriter"", ""film_director"", ""voice_actor""}",188.0,"{""net_worth"": 40000000.0, ""birthday"": ""1975-01-02"", ""age"": 48.0, ""is_alive"": 1.0, ""death"": null}"
dan hedaya,male,"{""actor"", ""teacher""}",175.0,"{""net_worth"": 5000000.0, ""birthday"": ""1940-07-24"", ""age"": 82.0, ""is_alive"": 1.0, ""death"": null}"
dean gaffney,male,"{""actor""}",165.0,"{""net_worth"": 4000000.0, ""birthday"": ""1978-02-14"", ""age"": 45.0, ""is_alive"": 1.0, ""death"": null}"
dean cain,male,"{""presenter"", ""actor"", ""film_producer"", ""film_director"", ""voice_actor"", ""screenwriter"", ""television_producer""}",183.0,"{""net_worth"": 6000000.0, ""birthday"": ""1966-07-31"", ""age"": 56.0, ""is_alive"": 1.0, ""death"": null}"
dean norris,male,"{""actor""}",170.0,"{""net_worth"": 5000000.0, ""birthday"": ""1963-04-10"", ""age"": 60.0, ""is_alive"": 1.0, ""death"": null}"
dean geyer,male,"{""singer"", ""singer-songwriter"", ""actor""}",178.0,"{""net_worth"": 1000000.0, ""birthday"": ""1986-03-20"", ""age"": 37.0, ""is_alive"": 1.0, ""death"": null}"
dean winters,male,"{""actor""}",187.0,"{""net_worth"": 5000000.0, ""birthday"": ""1964-07-20"", ""age"": 58.0, ""is_alive"": 1.0, ""death"": null}"
dean martin,male,"{""singer"", ""comedian"", ""actor"", ""professional_boxer"", ""musician"", ""songwriter"", ""film_producer"", ""presenter"", ""radio_personality"", ""businessperson""}",179.0,"{""net_worth"": 30000000.0, ""birthday"": ""1917-06-07"", ""age"": 78.0, ""is_alive"": 0.0, ""death"": ""1995-12-25""}"
dean stockwell,male,"{""actor"", ""child_actor""}",168.0,"{""net_worth"": 1500000.0, ""birthday"": ""1936-03-05"", ""age"": 87.0, ""is_alive"": 1.0, ""death"": null}"
debbe dunning,female,"{""actor"", ""model"", ""spokesperson""}",173.0,"{""net_worth"": 4000000.0, ""birthday"": ""1966-07-11"", ""age"": 56.0, ""is_alive"": 1.0, ""death"": null}"
debbie allen,female,"{""actor"", ""television_producer"", ""television_director"", ""choreographer"", ""dancer"", ""film_producer"", ""film_director"", ""author""}",157.0,"{""net_worth"": 3000000.0, ""birthday"": ""1950-01-16"", ""age"": 73.0, ""is_alive"": 1.0, ""death"": null}"
debbie reynolds,female,"{""singer"", ""dancer"", ""actor""}",157.0,"{""net_worth"": 85000000.0, ""birthday"": ""1932-04-01"", ""age"": 84.0, ""is_alive"": 0.0, ""death"": ""2016-12-28""}"
deborah ann woll,female,"{""actor""}",178.0,"{""net_worth"": 2000000.0, ""birthday"": ""1985-02-07"", ""age"": 38.0, ""is_alive"": 1.0, ""death"": null}"
debbie gibson,female,"{""record_producer"", ""singer-songwriter"", ""actor"", ""film_score_composer"", ""businessperson""}",168.0,"{""net_worth"": 2000000.0, ""birthday"": ""1970-08-31"", ""age"": 52.0, ""is_alive"": 1.0, ""death"": null}"
debby ryan,female,"{""actor"", ""singer"", ""musician"", ""songwriter"", ""record_producer"", ""television_producer""}",165.0,"{""net_worth"": 4000000.0, ""birthday"": ""1993-05-13"", ""age"": 30.0, ""is_alive"": 1.0, ""death"": null}"
debi mazar,female,"{""actor"", ""dancer"", ""presenter"", ""voice_actor""}",165.0,"{""net_worth"": 5000000.0, ""birthday"": ""1964-08-13"", ""age"": 58.0, ""is_alive"": 1.0, ""death"": null}"
debra jo rupp,female,"{""actor"", ""voice_actor""}",157.0,"{""net_worth"": 5000000.0, ""birthday"": ""1951-02-24"", ""age"": 72.0, ""is_alive"": 1.0, ""death"": null}"
deborah kerr,female,"{""actor""}",170.0,"{""net_worth"": 10000000.0, ""birthday"": ""1921-09-30"", ""age"": 101.0, ""is_alive"": 1.0, ""death"": null}"
debra paget,female,"{""actor""}",157.0,"{""net_worth"": 10000000.0, ""birthday"": ""1933-08-19"", ""age"": 89.0, ""is_alive"": 1.0, ""death"": null}"
debra winger,female,"{""actor"", ""teacher"", ""writer"", ""film_producer""}",163.0,"{""net_worth"": 8000000.0, ""birthday"": ""1955-05-16"", ""age"": 68.0, ""is_alive"": 1.0, ""death"": null}"
debra messing,female,"{""television_producer"", ""actor"", ""voice_actor"", ""comedian""}",173.0,"{""net_worth"": 25000000.0, ""birthday"": ""1968-08-15"", ""age"": 54.0, ""is_alive"": 1.0, ""death"": null}"
dee snider,male,"{""actor"", ""singer-songwriter"", ""screenwriter"", ""radio_personality"", ""musician"", ""tv_personality"", ""voice_actor"", ""spokesperson"", ""film_producer""}",185.0,"{""net_worth"": 10000000.0, ""birthday"": ""1955-03-15"", ""age"": 68.0, ""is_alive"": 1.0, ""death"": null}"
declan donnelly,male,"{""presenter"", ""actor"", ""singer-songwriter"", ""comedian"", ""singer"", ""television_producer"", ""rapper""}",168.0,"{""net_worth"": 40000000.0, ""birthday"": ""1975-09-25"", ""age"": 47.0, ""is_alive"": 1.0, ""death"": null}"
dee wallace,female,"{""actor"", ""comedian"", ""public_speaker"", ""author"", ""radio_personality""}",164.0,"{""net_worth"": 500000.0, ""birthday"": ""1949-12-14"", ""age"": 73.0, ""is_alive"": 1.0, ""death"": null}"
deep roy,male,"{""actor"", ""stunt_performer"", ""puppeteer"", ""voice_actor""}",132.0,"{""net_worth"": 500000.0, ""birthday"": ""1957-12-01"", ""age"": 65.0, ""is_alive"": 1.0, ""death"": null}"
deena nicole cortese,female,null,152.0,"{""net_worth"": 1000000.0, ""birthday"": ""1987-01-12"", ""age"": 36.0, ""is_alive"": 1.0, ""death"": null}"
deepika padukone,female,"{""actor"", ""model""}",174.0,"{""net_worth"": 40000000.0, ""birthday"": ""1986-01-05"", ""age"": 37.0, ""is_alive"": 1.0, ""death"": null}"
deforest kelley,male,"{""actor"", ""poet"", ""screenwriter"", ""singer""}",178.0,"{""net_worth"": 5000000.0, ""birthday"": ""1920-01-20"", ""age"": 79.0, ""is_alive"": 0.0, ""death"": ""1999-06-11""}"
della reese,female,"{""singer"", ""actor"", ""minister"", ""presenter""}",157.0,"{""net_worth"": 3000000.0, ""birthday"": ""1931-07-06"", ""age"": 92.0, ""is_alive"": 1.0, ""death"": null}"
deidre hall,female,"{""actor""}",170.0,"{""net_worth"": 12000000.0, ""birthday"": ""1947-10-31"", ""age"": 75.0, ""is_alive"": 1.0, ""death"": null}"
deion sanders,male,"{""baseball_player"", ""american_football_player"", ""commentator"", ""athlete"", ""television_producer"", ""screenwriter"", ""actor""}",185.0,"{""net_worth"": 40000000.0, ""birthday"": ""1967-08-09"", ""age"": 55.0, ""is_alive"": 1.0, ""death"": null}"
delta burke,female,"{""actor"", ""author"", ""film_producer"", ""comedian""}",165.0,"{""net_worth"": 8000000.0, ""birthday"": ""1956-07-30"", ""age"": 66.0, ""is_alive"": 1.0, ""death"": null}"
demar derozan,male,"{""athlete""}",201.0,"{""net_worth"": 23000000.0, ""birthday"": ""1989-08-07"", ""age"": 33.0, ""is_alive"": 1.0, ""death"": null}"
delta goodrem,female,"{""singer"", ""actor"", ""singer-songwriter"", ""musician"", ""pianist""}",178.0,"{""net_worth"": 16000000.0, ""birthday"": ""1984-11-09"", ""age"": 38.0, ""is_alive"": 1.0, ""death"": null}"
